,points,price,province,variety,winery,Year
1046,88,12.0,Sicilia,Nero d'Avola,Viticultori Associati Canicatti,2012
1048,88,28.0,Oregon,Syrah,WildAire,2012
1058,85,16.0,California,Merlot,Irony,2004
1060,85,10.0,California,Merlot,Little Black Dress,2006
1062,85,12.0,California,Pinot Grigio,Estancia,2007
1076,94,38.0,California,Zinfandel,Scott Harvey,2012
1078,94,38.0,California,Zinfandel,Tres Sabores,2014
1079,94,100.0,Oregon,Pinot Noir,Trisaetum,2014
1080,94,95.0,Oregon,Pinot Noir,BergstrÃ¶m,2015
1081,94,62.0,Oregon,Pinot Noir,BergstrÃ¶m,2015
1082,94,57.0,Piemonte,Nebbiolo,Mauro Veglio,2013
1086,94,52.0,California,Chardonnay,Shafer,2015
1089,94,35.0,Oregon,Chardonnay,BergstrÃ¶m,2015
1090,94,85.0,Oregon,Chardonnay,Big Table Farm,2015
1091,94,32.0,Oregon,Riesling,Trisaetum,2016
1092,94,32.0,Oregon,Riesling,Trisaetum,2016
1094,94,85.0,California,Malbec,J. Davies,2013
1096,94,32.0,Oregon,Riesling,Trisaetum,2016
1097,94,58.0,California,Pinot Noir,Williams Selyem,2015
1098,94,85.0,Oregon,Syrah,Cayuse,2014
1099,94,80.0,California,Cabernet Franc,Chappellet,2013
1101,94,75.0,California,Pinot Noir,Cobb,2014
1102,94,50.0,Oregon,Pinot Noir,Dion,2014
1104,94,60.0,Oregon,Pinot Noir,Drouhin Oregon Roserock,2014
1105,90,28.0,California,Cabernet Sauvignon,Robert Mondavi,2011
1107,90,15.0,Washington,Viognier,Stevens,2012
1108,90,19.0,California,Chardonnay,Rutherford Ranch,2013
1112,90,45.0,California,Chardonnay,Landmark,2012
1114,90,13.0,Washington,Sauvignon Blanc,Mercer,2013
1116,90,22.0,Piemonte,Nebbiolo,Nada Fiorenzo,2011
1117,90,35.0,Washington,Cabernet Franc,Barrage Cellars,2010
1118,90,20.0,California,Zinfandel,Berryessa Gap,2011
1119,90,38.0,California,RhÃ´ne-style Red Blend,Bonny Doon,2010
1120,90,70.0,Tuscany,Red Blend,Carpineto,2006
1124,90,15.0,Washington,Sauvignon Blanc,Chateau Ste. Michelle,2013
1125,90,38.0,Tuscany,Sangiovese,Citille di Sopra,2012
1127,90,10.0,California,Merlot,Cookies & Cream,2010
1128,90,56.0,California,Zinfandel,Daou,2012
1129,90,18.0,Tuscany,Red Blend,Dei,2012
1133,84,16.0,New York,Riesling,Three Brothers,2014
1134,84,40.0,Washington,Pinot Gris,Wilridge,2014
1135,84,20.0,Washington,Red Blend,Wilridge,2014
1136,84,38.0,California,Pinot Noir,Belden Barns,2013
1141,84,65.0,California,Cabernet Sauvignon,In Re,2011
1145,84,15.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Vrai Caillou,2013
1150,84,100.0,California,Cabernet Sauvignon,Madrigal,2012
1151,84,25.0,New York,Chardonnay,Millbrook,2013
1153,84,28.0,California,Zinfandel,Spicy Vines,2011
1154,83,11.0,California,Meritage,Kirkland Signature,2012
1155,83,12.0,Aquitaine,Bordeaux-style Red Blend,Les Vignerons RÃ©unis de MonsÃ©gur,2014
1157,83,17.0,Washington,Merlot,Barnard Griffin,2013
1162,87,24.0,Washington,Red Blend,Whitman Cellars,2004
1175,86,23.0,California,Cabernet Sauvignon,Ghost Pines,2005
1176,86,18.0,California,Merlot,Wellington,2004
1178,86,26.0,Washington,Bordeaux-style Red Blend,Lost River,2005
1182,86,48.0,California,Pinot Noir,Pali,2006
1183,86,40.0,California,Pinot Noir,Robert Stemmler,2005
1190,88,26.0,California,Pinot Gris,Balo,2014
1191,88,50.0,Piemonte,Nebbiolo,Bel Colle,2013
1193,88,49.0,Piemonte,Nebbiolo,Boasso,2012
1194,88,50.0,Piemonte,Nebbiolo,Broccardo,2012
1198,88,28.0,Burgundy,Chardonnay,ChÃ¢teau de FuissÃ©,2014
1199,88,70.0,Burgundy,Chardonnay,ChÃ¢teau de Santenay,2014
1200,88,13.0,California,Chardonnay,Chime,2013
1201,88,40.0,Burgundy,Chardonnay,Christophe Cordier,2014
1206,87,35.0,Oregon,Chardonnay,Aubichon Cellars,2014
1207,87,90.0,Piemonte,Nebbiolo,Battaglio,2013
1211,87,32.0,Burgundy,Chardonnay,Bouchard PÃ¨re & Fils,2014
1213,87,14.0,California,Zinfandel,Cambridge & Sunset,2014
1215,87,75.0,Piemonte,Nebbiolo,Cascina Chicco,2012
1216,87,35.0,Oregon,Chardonnay,Coelho,2014
1217,93,80.0,Piemonte,Nebbiolo,Poderi Colla,2013
1220,93,52.0,California,Cabernet Sauvignon,St. Francis,2014
1222,93,60.0,California,Pinot Noir,Tantara,2015
1223,93,40.0,California,Pinot Noir,Westerly,2013
1226,93,60.0,California,Syrah,Barton,2013
1227,93,33.0,Piemonte,Barbera,Bava,2014
1230,93,40.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Tour Grand Faurie,2009
1231,86,22.0,Burgundy,Chardonnay,Simonnet-Febvre,2006
1232,93,58.0,California,Pinot Noir,Fess Parker,2015
1233,93,55.0,California,Syrah,Hecho por Ruben,2014
1234,93,65.0,California,Sparkling Blend,Iron Horse,2013
1237,93,49.0,California,Chardonnay,Longboard,2015
1239,93,55.0,California,Pinot Noir,Point & Line,2015
1241,93,65.0,California,Pinot Noir,Tantara,2015
1242,93,40.0,California,Red Blend,White Hart Wine,2014
1243,92,50.0,California,Tempranillo,Artesa,2014
1244,92,42.0,California,Pinot Noir,Balletto,2015
1245,92,60.0,California,Pinot Noir,Bien Nacido,2014
1246,92,48.0,California,Red Blend,Bodega de Edgar,2014
1247,92,36.0,California,Chardonnay,Cambria,2015
1248,88,16.0,Tuscany,Sangiovese,Agricoltori del Chianti Geografico,2007
1249,88,9.0,Aquitaine,Bordeaux-style Red Blend,BarriÃ¨re FrÃ¨res,2006
1250,88,35.0,Tuscany,Sangiovese,Castellare di Castellina,2005
1252,88,13.0,Washington,Chardonnay,Chateau Ste. Michelle,2007
1257,88,40.0,California,Cabernet Sauvignon,Provenance Vineyards,2005
1264,88,7.0,Washington,Chardonnay,Washington Hills,2006
1265,88,10.0,Washington,Chardonnay,Washington Hills,2007
1267,88,40.0,California,Cabernet Sauvignon,Bell,2005
1269,88,90.0,Tuscany,Sangiovese Grosso,Caparzo,2004
1271,85,22.0,Sicilia,White Blend,Firriato,2010
1273,85,20.0,California,Viognier,Hannah Nicole Vineyards,2010
1274,85,13.0,New York,Riesling,Hosmer,2010
1275,85,35.0,California,Pinot Noir,Ancient Oak Cellars,2007
1278,85,20.0,California,Cabernet Franc,Cosentino,2007
1281,85,34.0,California,Cabernet Sauvignon,Markham,2008
1282,85,26.0,California,Petite Sirah,Michael David,2009
1284,84,15.0,California,Chardonnay,La Merika,2010
1285,84,28.0,Sicilia,Chardonnay,Masseria del Feudo Grottarossa,2009
1286,84,10.0,California,Merlot,Napa Family Vineyards,2010
1287,84,70.0,California,Cabernet Sauvignon,Petroni,2007
1288,84,24.0,California,Sauvignon Blanc,Petroni,2010
1293,84,10.0,New York,Riesling,Brotherhood,2010
1294,84,10.0,Sicilia,Nero d'Avola,Calatrasi,2010
1304,89,75.0,California,Cabernet Sauvignon,Cliff Lede,2012
1306,89,25.0,California,Chardonnay,Consilience,2013
1311,89,35.0,California,Chardonnay,Demetria,2012
1318,89,40.0,Oregon,Pinot Noir,Purple Hands,2013
1320,89,45.0,California,Zinfandel,Rosenblum,2011
1321,89,40.0,California,Bordeaux-style Red Blend,Still Waters,2010
1322,89,32.0,California,Chardonnay,Summers,2013
1324,89,34.0,California,Cabernet Sauvignon,Terra Valentine,2012
1328,90,42.0,California,Petite Sirah,Viszlay Vineyards,2013
1329,90,98.0,California,Cabernet Sauvignon,Viszlay Vineyards,2013
1335,90,35.0,California,Syrah,Ampelos,2013
1339,90,38.0,California,Pinot Noir,Challen,2014
1344,90,38.0,California,Syrah,Crux,2013
1345,90,22.0,New York,Sauvignon Blanc,Damiani,2015
1346,90,18.0,New York,RosÃ©,Damiani,2016
1354,90,38.0,California,RhÃ´ne-style Red Blend,Ã‰cluse,2014
1356,90,22.0,Oregon,Viognier,Grizzly Peak,2015
1359,86,10.0,Washington,Riesling,14 Hands,2010
1364,86,14.0,Aquitaine,RosÃ©,Chateau le Grand Verdus,2011
1367,86,35.0,Washington,Red Blend,Flying Trout,2010
1371,86,17.0,California,Pinot Noir,Toad Hollow,2010
1374,86,27.0,California,RhÃ´ne-style White Blend,Tablas Creek,2011
1380,87,20.0,California,Chardonnay,Gainey,2006
1382,86,13.0,California,RosÃ©,Bonterra,2007
1385,86,20.0,California,Zinfandel,Lava Cap,2005
1386,86,24.0,California,MourvÃ¨dre,Lavender Ridge,2006
1387,86,18.0,California,Syrah,Montevina,2005
1389,86,18.0,Washington,Cabernet Sauvignon,Substance,2006
1391,86,12.0,California,RosÃ©,Stevenot,2007
1397,88,36.0,Oregon,Malbec,Schmidt,2011
1403,88,48.0,California,Pinot Noir,Apriori,2014
1416,88,22.0,California,White Blend,Martin Ray,2014
1417,88,15.0,California,Chardonnay,Matchbook,2014
1424,88,16.0,California,Pinot Noir,Replica,2014
1426,93,31.0,Alsace,GewÃ¼rztraminer,Domaine Weinbach,2011
1427,93,30.0,Alsace,Pinot Gris,Domaines Schlumberger,2007
1428,93,38.0,California,Zinfandel,Dry Creek Vineyard,2011
1429,93,45.0,Washington,Cabernet Sauvignon,Dunham,2010
1430,93,50.0,Washington,Bordeaux-style Red Blend,Tamarack Cellars,2009
1431,93,24.0,Washington,Viognier,Tamarack Cellars,2012
1435,92,55.0,Washington,Cabernet Sauvignon,Pamplin,2010
1437,92,28.0,Alsace,Pinot Gris,RieflÃ©,2010
1438,92,45.0,Alsace,Pinot Gris,RieflÃ©,2010
1439,92,85.0,California,Cabernet Sauvignon,Rocca,2010
1440,92,50.0,Washington,Red Blend,Buty,2010
1442,92,30.0,Washington,Viognier,Charles Smith,2012
1447,92,40.0,Washington,Cabernet Sauvignon,Walla Walla Vintners,2010
1450,92,39.0,Washington,Merlot,Efeste,2010
1451,92,85.0,California,Cabernet Sauvignon,Ferrari-Carano,2008
1454,94,75.0,California,RhÃ´ne-style Red Blend,Epoch Estate Wines,2013
1457,94,80.0,Burgundy,Chardonnay,Alex Gambal,2014
1459,94,28.0,California,White Blend,Carlisle,2014
1461,94,85.0,Burgundy,Pinot Noir,David Duband,2014
1464,94,90.0,Burgundy,Pinot Noir,Louis Jadot,2014
1466,94,70.0,California,RhÃ´ne-style Red Blend,Epoch Estate Wines,2013
1470,94,72.0,California,Cabernet Sauvignon,Grimm's Bluff,2014
1472,93,35.0,California,Sauvignon Blanc,Joseph Phelps,2015
1473,93,70.0,Tuscany,Sangiovese,Le Ragnaie,2012
1475,93,38.0,California,Syrah,Mesa Del Sol,2011
1478,93,36.0,California,Pinot Noir,Sandler,2015
1479,93,60.0,California,Cabernet Sauvignon,Sixteen by Twenty,2013
1481,93,100.0,California,Pinot Noir,Tolosa,2015
1482,93,85.0,Tuscany,Sangiovese,Villa Poggio Salvi,2011
1483,93,80.0,California,Cabernet Sauvignon,Volker Eisele Family Estate,2013
1487,86,20.0,Washington,Cabernet Sauvignon,Arbor Crest,2004
1492,85,9.0,California,Riesling,Fetzer,2006
1496,85,75.0,California,Merlot,Beringer,2004
1500,85,12.0,Tuscany,Sangiovese,Castello di Monastero,2004
1513,92,32.0,California,Pinot Noir,Sequana,2010
1514,92,71.0,California,Pinot Noir,Small Vines,2010
1515,92,65.0,Sicilia,Cabernet Sauvignon,Tasca d'Almerita,2009
1516,92,60.0,Oregon,Pinot Noir,BergstrÃ¶m,2010
1522,92,42.0,California,Merlot,Happy Canyon Vineyard,2007
1523,92,65.0,Sicilia,Red Blend,Palari,2009
1525,92,43.0,Sicilia,Chardonnay,Planeta,2010
1526,92,54.0,Oregon,Pinot Noir,Carabella,2010
1527,92,75.0,California,Cabernet Sauvignon,Charles Krug,2009
1528,92,16.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Blaignan,2010
1530,85,15.0,Aquitaine,RosÃ©,ChÃ¢teau Lauduc,2016
1535,92,42.0,Sicilia,Nero d'Avola,Morgante,2009
1536,92,48.0,Oregon,Pinot Noir,Rex Hill,2010
1538,92,100.0,California,Cabernet Sauvignon,Steven Kent,2009
1539,86,21.0,Sicilia,RosÃ©,Hauner,2015
1542,86,15.0,California,Chardonnay,Jack's House,2015
1546,85,20.0,California,RosÃ©,Cellars 33,2016
1548,85,20.0,Aquitaine,Bordeaux-style White Blend,ChÃ¢teau de la Vieille Tour,2016
1549,85,12.0,Aquitaine,Bordeaux-style White Blend,ChÃ¢teau la France,2016
1565,99,94.0,California,Pinot Noir,Williams Selyem,2009
1568,98,50.0,Washington,Bordeaux-style Red Blend,Pirouette,2008
1575,97,82.0,California,Pinot Noir,Williams Selyem,2009
1578,96,75.0,Tuscany,Red Blend,Tenuta Argentiera,2008
1585,87,15.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau de Paillet-Quancard,2012
1586,96,78.0,California,Pinot Noir,Williams Selyem,2009
1588,95,56.0,California,Pinot Noir,Williams Selyem,2009
1589,95,89.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Branaire-Ducru,2009
1592,95,60.0,Washington,Syrah,Doyenne,2008
1593,95,75.0,California,Chardonnay,Hanzell,2009
1594,88,28.0,California,Chardonnay,Balletto,2013
1595,88,34.0,New York,Syrah,Billsboro,2013
1597,88,16.0,Sicilia,Nero d'Avola,Ceuso,2014
1598,88,45.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Balac,2012
1599,88,20.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau des Annereaux,2011
1602,88,30.0,Aquitaine,Sauvignon Blanc,ChÃ¢teau Larrivet Haut-Brion,2014
1603,85,12.0,California,Pinot Noir,Gnarly Head,2015
1606,88,22.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Peyredon Lagravette,2013
1608,88,18.0,Washington,Red Blend,Chateau Ste. Michelle,2012
1610,88,10.0,California,Pinot Noir,Dark Horse,2014
1611,88,55.0,California,Chardonnay,Domaine Anderson,2013
1612,88,16.0,Washington,Riesling,Dowsett Family,2014
1614,88,25.0,Washington,Cabernet Franc,Gamache,2012
1616,87,20.0,New York,Riesling,Paumanok,2014
1618,87,30.0,Washington,Chardonnay,Browne Family Vineyards,2014
1619,87,14.0,Sicilia,Nero d'Avola,Caruso & Minini,2012
1623,87,26.0,Aquitaine,Sauvignon Blanc,ChÃ¢teau de Rochemorin,2013
1650,85,11.0,California,Chardonnay,Grayson,2015
1651,85,10.0,California,Cabernet Sauvignon,Leaping Lizard,2014
1654,85,25.0,California,Red Blend,Decoy,2013
1659,85,18.0,Oregon,Pinot Gris,Oak Knoll,2014
1665,85,13.0,Aquitaine,Bordeaux-style White Blend,ChÃ¢teau Vrai Caillou,2015
1668,85,28.0,Oregon,Cabernet Sauvignon,Delfino,2014
1678,85,25.0,Oregon,Merlot,Cliff Creek,2012
1679,90,65.0,Oregon,Syrah,Quady North,2007
1684,90,50.0,California,Pinot Noir,Bonaccorsi,2008
1685,90,30.0,California,Chardonnay,Chanin,2008
1686,90,28.0,California,Cabernet Franc,Cuda Ridge Wines,2008
1690,90,16.0,Oregon,Pinot Gris,Lange,2010
1693,90,18.0,Oregon,Sauvignon Blanc,Melrose,2010
1696,90,35.0,California,Grenache,QupÃ©,2009
1697,90,20.0,California,White Blend,QupÃ©,2010
1701,90,12.0,California,Cabernet Sauvignon,Ugly Duckling,2009
1703,86,50.0,Tuscany,Merlot,Petra,2003
1705,86,85.0,Tuscany,Syrah,Terralsole,2005
1706,83,30.0,California,Cabernet Sauvignon,Field Stone,2008
1707,86,16.0,Tuscany,Red Blend,Tommasi,2005
1711,86,10.0,New York,Chardonnay,Prejean,2006
1713,86,15.0,Tuscany,Sangiovese,Antonino Tringali-Casanuova,2005
1717,86,65.0,Tuscany,Red Blend,Villa Vignamaggio,2003
1718,86,25.0,California,Viognier,Vinum Cellars,2006
1721,85,29.0,Tuscany,Sangiovese Grosso,La Gerla,2003
1724,85,19.0,California,Chardonnay,St. Clement,2006
1727,85,10.0,California,Pinot Grigio,Renwood,2006
1728,83,14.0,California,Chardonnay,Guenoc,2011
1734,85,18.0,New York,Chardonnay,Ventosa,2005
1737,92,48.0,California,Pinot Noir,Presqu'ile,2012
1738,92,30.0,California,Chardonnay,Sante Arcangeli,2013
1739,92,35.0,Washington,Chardonnay,Sixto,2012
1740,92,20.0,Washington,RhÃ´ne-style Red Blend,Syncline,2013
1741,92,90.0,Tuscany,Sangiovese,Lambardi,2010
1743,92,40.0,Washington,Syrah,Two Vintners,2012
1744,92,40.0,Washington,Syrah,Va Piano,2012
1745,92,50.0,Tuscany,Sangiovese,Tenuta San Giorgio,2010
1746,92,22.0,California,Chardonnay,Le P'tit Paysan,2013
1747,92,80.0,Tuscany,Sangiovese,Lisini,2008
1748,92,29.0,California,Syrah,Mesa Del Sol,2009
1749,92,75.0,Tuscany,Red Blend,Ornellaia,2012
1750,92,56.0,Washington,Pinot Noir,Analemma,2010
1751,92,45.0,California,Zinfandel,Bella,2012
1758,92,30.0,California,Chardonnay,Darcie Kent Vineyards,2012
1761,84,10.0,Washington,Riesling,Washington Hills,2014
1769,84,12.0,Aquitaine,Bordeaux-style Red Blend,Producta Vignobles,2013
1770,84,25.0,New York,Riesling,Silver Thread,2014
1771,84,37.0,California,Malbec,V. Sattui,2012
1772,84,20.0,New York,Riesling,Ventosa,2013
1774,84,12.0,Aquitaine,Sauvignon Blanc,Cap Royal,2014
1775,84,18.0,Washington,RosÃ©,Cave B,2014
1776,84,25.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Barreyre,2013
1783,84,22.0,California,Meritage,Ehret,2010
1785,84,17.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau des Tourtes,2012
1786,84,23.0,Aquitaine,Merlot,ChÃ¢teau Donjon de Bruignac,2013
1789,91,33.0,Washington,RhÃ´ne-style Red Blend,Helix by Reininger,2011
1790,91,55.0,Tuscany,Sangiovese,Capanna,2009
1792,91,35.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Haut Bertinerie,2010
1794,91,26.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Preuillac,2011
1796,91,45.0,California,Pinot Noir,Krutz,2011
1797,91,50.0,California,Pinot Noir,Loring Wine Company,2012
1798,91,40.0,California,Chardonnay,Loring Wine Company,2012
1800,91,60.0,California,Pinot Noir,Manzoni,2011
1801,91,29.0,Washington,Syrah,Amavi,2011
1803,91,30.0,California,Chardonnay,Bouchaine,2012
1804,91,40.0,California,Pinot Noir,Bucher,2012
1805,91,45.0,Washington,MourvÃ¨dre,Syncline,2011
1807,91,50.0,Piemonte,Nebbiolo,Villadoria,2004
1809,91,29.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau de Roquebrune,2010
1817,85,15.0,California,Chardonnay,Magnolia Court,2013
1820,85,14.0,California,Pinot Noir,Red Rock,2013
1827,85,25.0,California,Pinot Noir,Decoy,2013
1835,84,18.0,California,Cabernet Sauvignon,Limited by Cambridge Cellars,2013
1839,84,46.0,California,Chardonnay,Cairdean Estate,2011
1840,84,15.0,Oregon,Pinot Noir,Cardwell Hill,2014
1841,84,50.0,California,Cabernet Sauvignon,Viluko,2011
1842,84,10.0,California,Red Blend,Alias,2013
1844,84,23.0,California,Sauvignon Blanc,Bota Box,2013
1848,84,47.0,California,Cabernet Sauvignon,Long Meadow Ranch,2011
1849,84,60.0,California,Cabernet Sauvignon,Mario BazÃ¡n,2009
1850,84,42.0,California,Cabernet Sauvignon,Medlock Ames,2011
1851,84,13.0,California,Red Blend,Peirano,2012
1859,83,38.0,California,Zinfandel,Witching Stick,2012
1862,83,21.0,Alsace,GewÃ¼rztraminer,Dopff Au Moulin,2013
1866,83,55.0,California,Cabernet Sauvignon,Hendry,2011
1869,83,30.0,Sicilia,Red Blend,Feudi del Pisciotto,2012
1871,94,74.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau Clerc Milon,2009
1876,93,30.0,Washington,Cabernet Sauvignon,Nefarious,2009
1878,93,85.0,Washington,Red Blend,Quilceda Creek,2008
1879,93,75.0,Tuscany,Merlot,Castellare di Castellina,2009
1884,93,36.0,Washington,RhÃ´ne-style Red Blend,Doyenne,2009
1886,93,80.0,Tuscany,Syrah,Terre del Marchesato,2008
1892,93,50.0,Washington,Red Blend,Chester Kidder,2007
1893,93,28.0,Washington,Syrah,Dunham,2008
1894,93,55.0,California,Chardonnay,Patz & Hall,2009
1896,93,60.0,Tuscany,Red Blend,Tenuta Monteti,2004
1898,93,48.0,California,Cabernet Sauvignon,Volker Eisele Family Estate,2008
1899,93,22.0,Washington,Red Blend,Angel Vine,2009
1900,89,23.0,Burgundy,Chardonnay,La Chablisienne,2005
1905,89,46.0,California,Chardonnay,Williams Selyem,2005
1908,89,30.0,Oregon,Chardonnay,Ponzi,2005
1913,89,28.0,Burgundy,Chardonnay,La Chablisienne,2005
1917,89,55.0,California,Cabernet Sauvignon,Hendry,2004
1923,88,15.0,California,Chardonnay,Alexander Valley Vineyards,2006
1926,87,14.0,Washington,Riesling,AntoLin Cellars,2011
1927,87,50.0,California,Syrah,Calicaro,2010
1934,87,26.0,Washington,Tempranillo,Cor Cellars,2011
1936,87,32.0,California,Bordeaux-style Red Blend,Happy Canyon Vineyard,2010
1937,87,50.0,Piemonte,Nebbiolo,Virna Borgogno,2009
1938,87,28.0,Washington,Merlot,Walla Walla Vintners,2010
1939,87,17.0,Aquitaine,Bordeaux-style Red Blend,Pezat,2011
1940,87,25.0,Piemonte,Barbera,Pico Maccario,2011
1941,87,11.0,California,Cabernet Sauvignon,Robert Mondavi,2011
1944,87,80.0,Piemonte,Nebbiolo,Stroppiana,2008
1951,87,15.0,Washington,Chardonnay,Waterbrook,2011
1954,87,40.0,Washington,Merlot,Hawks View,2010
1955,87,19.0,California,Chardonnay,Chime,2012
1956,87,65.0,California,Cabernet Sauvignon,Coghlan,2010
1957,87,36.0,California,Zinfandel,Collier Falls,2010
1958,87,24.0,Washington,Red Blend,Dumas Station,2010
1959,86,32.0,California,Pinot Noir,Laetitia,2011
1961,86,15.0,Washington,Bordeaux-style Red Blend,Oâ€¢S Winery,2009
1962,86,15.0,Aquitaine,Sauvignon Blanc,Pezat,2012
1963,86,24.0,California,Sauvignon Blanc,Purlieu,2012
1964,86,32.0,Washington,Bordeaux-style Red Blend,SuLei,2010
1967,86,24.0,California,Chardonnay,Wild Horse,2011
1969,88,40.0,California,Merlot,Stephanie,2008
1971,88,30.0,Sicilia,Vermentino,Tenute Soletta,2011
1972,88,32.0,Sicilia,White Blend,Tenute Soletta,2011
1973,88,35.0,California,Pinot Noir,The Gardener,2011
1974,88,60.0,California,Cabernet Franc,Turnbull,2009
1976,84,23.0,Alsace,GewÃ¼rztraminer,Wunsch & Mann,2013
1978,88,40.0,Oregon,Pinot Noir,Youngberg Hill Vineyards,2009
1980,88,10.0,Aquitaine,Bordeaux-style Red Blend,ChÃ¢teau de Bordes-Quancard,2010
1984,88,14.0,Sicilia,Red Blend,Cottanera,2011
1986,88,50.0,Oregon,Pinot Noir,Erath,2010
1991,88,45.0,California,Chardonnay,Pessagno,2010
1992,88,28.0,California,Pinot Noir,Pessagno,2010
1995,88,19.0,Sicilia,Syrah,Principi di Spadafora,2007
1996,88,40.0,California,Pinot Noir,Renteria,2009
1997,88,18.0,California,RhÃ´ne-style Red Blend,Robert Hall,2011
2001,85,16.0,Oregon,Chardonnay,Wildewood,2013
2002,85,25.0,Alsace,Riesling,Wunsch & Mann,2012
2007,84,20.0,California,Chardonnay,McIlroy,2013
2008,84,25.0,Oregon,Pinot Noir,Wildewood,2013
2010,84,15.0,Alsace,Pinot Gris,Cave de Beblenheim,2013
2011,84,19.0,Alsace,GewÃ¼rztraminer,Cave de Kientzheim-Kaysersberg,2013
2015,84,8.0,Alsace,Pinot Blanc,Vieil Armand,2013
2016,84,19.0,Oregon,Pinot Noir,Wine by Joe,2013
2019,84,15.0,California,Red Blend,Murphy-Goode,2012
2020,84,19.0,Alsace,GewÃ¼rztraminer,Pierre Sparr,2013
2021,84,24.0,Alsace,GewÃ¼rztraminer,RieflÃ©,2013
2024,84,15.0,Alsace,GewÃ¼rztraminer,Arthur Metz,2013
2026,84,16.0,Alsace,Pinot Gris,Cave de Cleebourg,2013
2027,84,17.0,Alsace,Pinot Gris,Jean-Marc Bernhard,2013
2029,87,25.0,California,Red Blend,Rock Wall,2012
2030,87,38.0,California,Pinot Noir,Sanglier Cellars,2011
2031,87,28.0,California,Petite Sirah,Santa Barbara Winery,2010
2032,87,40.0,Oregon,Cabernet Sauvignon,Schmidt,2010
2035,87,45.0,Oregon,Chardonnay,Willamette Valley Vineyards,2011
2037,87,15.0,Burgundy,Chardonnay,Louis Jadot,2012
2041,87,39.0,Tuscany,Red Blend,Olivi,2008
2042,87,25.0,California,Pinot Noir,Publix,2012
2045,87,45.0,California,Cabernet Sauvignon,Rodney Strong,2010
2046,87,35.0,California,RhÃ´ne-style Red Blend,Star Angel by Montes,2009
