points,price,province,variety,winery,Year
84,100.0,California,Cabernet Sauvignon,Madrigal,2012
84,25.0,New York,Chardonnay,Millbrook,2013
84,13.0,California,Chardonnay,Scotto Family Cellars,2012
84,28.0,California,Zinfandel,Spicy Vines,2011
83,11.0,California,Meritage,Kirkland Signature,2012
83,12.0,Aquitaine,Bordeaux-style Red Blend,Les Vignerons Réunis de Monségur,2014
83,17.0,Washington,Merlot,Barnard Griffin,2013
87,24.0,Washington,Red Blend,Whitman Cellars,2004
86,23.0,California,Cabernet Sauvignon,Ghost Pines,2005
86,18.0,California,Merlot,Wellington,2004
86,26.0,Washington,Bordeaux-style Red Blend,Lost River,2005
86,48.0,California,Pinot Noir,Pali,2006
86,40.0,California,Pinot Noir,Robert Stemmler,2005
88,26.0,California,Pinot Gris,Balo,2014
88,50.0,Piemonte,Nebbiolo,Bel Colle,2013
88,49.0,Piemonte,Nebbiolo,Boasso,2012
88,50.0,Piemonte,Nebbiolo,Broccardo,2012
88,28.0,Burgundy,Chardonnay,Château de Fuissé,2014
88,70.0,Burgundy,Chardonnay,Château de Santenay,2014
88,13.0,California,Chardonnay,Chime,2013
88,40.0,Burgundy,Chardonnay,Christophe Cordier,2014
87,35.0,Oregon,Chardonnay,Aubichon Cellars,2014
87,90.0,Piemonte,Nebbiolo,Battaglio,2013
87,32.0,Burgundy,Chardonnay,Bouchard Père & Fils,2014
87,14.0,California,Zinfandel,Cambridge & Sunset,2014
87,75.0,Piemonte,Nebbiolo,Cascina Chicco,2012
87,35.0,Oregon,Chardonnay,Coelho,2014
93,80.0,Piemonte,Nebbiolo,Poderi Colla,2013
93,52.0,California,Cabernet Sauvignon,St. Francis,2014
93,60.0,California,Pinot Noir,Tantara,2015
93,40.0,California,Pinot Noir,Westerly,2013
93,60.0,California,Syrah,Barton,2013
93,33.0,Piemonte,Barbera,Bava,2014
93,40.0,Aquitaine,Bordeaux-style Red Blend,Château Tour Grand Faurie,2009
93,58.0,California,Pinot Noir,Fess Parker,2015
93,55.0,California,Syrah,Hecho por Ruben,2014
93,65.0,California,Sparkling Blend,Iron Horse,2013
93,49.0,California,Chardonnay,Longboard,2015
93,55.0,California,Pinot Noir,Point & Line,2015
93,65.0,California,Pinot Noir,Tantara,2015
93,40.0,California,Red Blend,White Hart Wine,2014
92,50.0,California,Tempranillo,Artesa,2014
92,42.0,California,Pinot Noir,Balletto,2015
92,60.0,California,Pinot Noir,Bien Nacido,2014
92,48.0,California,Red Blend,Bodega de Edgar,2014
92,36.0,California,Chardonnay,Cambria,2015
88,16.0,Tuscany,Sangiovese,Agricoltori del Chianti Geografico,2007
88,9.0,Aquitaine,Bordeaux-style Red Blend,Barrière Frères,2006
88,35.0,Tuscany,Sangiovese,Castellare di Castellina,2005
88,13.0,Washington,Chardonnay,Chateau Ste. Michelle,2007
88,40.0,California,Cabernet Sauvignon,Provenance Vineyards,2005
88,7.0,Washington,Chardonnay,Washington Hills,2006
88,10.0,Washington,Chardonnay,Washington Hills,2007
88,40.0,California,Cabernet Sauvignon,Bell,2005
88,90.0,Tuscany,Sangiovese Grosso,Caparzo,2004
85,22.0,Sicilia,White Blend,Firriato,2010
85,20.0,California,Viognier,Hannah Nicole Vineyards,2010
85,13.0,New York,Riesling,Hosmer,2010
85,35.0,California,Pinot Noir,Ancient Oak Cellars,2007
85,20.0,California,Cabernet Franc,Cosentino,2007
85,34.0,California,Cabernet Sauvignon,Markham,2008
85,26.0,California,Petite Sirah,Michael David,2009
84,15.0,California,Chardonnay,La Merika,2010
84,28.0,Sicilia,Chardonnay,Masseria del Feudo Grottarossa,2009
84,10.0,California,Merlot,Napa Family Vineyards,2010
84,70.0,California,Cabernet Sauvignon,Petroni,2007
84,24.0,California,Sauvignon Blanc,Petroni,2010
84,10.0,New York,Riesling,Brotherhood,2010
84,10.0,Sicilia,Nero d'Avola,Calatrasi,2010
89,75.0,California,Cabernet Sauvignon,Cliff Lede,2012
89,25.0,California,Chardonnay,Consilience,2013
89,35.0,California,Chardonnay,Demetria,2012
89,40.0,Oregon,Pinot Noir,Purple Hands,2013
89,45.0,California,Zinfandel,Rosenblum,2011
89,40.0,California,Bordeaux-style Red Blend,Still Waters,2010
89,32.0,California,Chardonnay,Summers,2013
89,34.0,California,Cabernet Sauvignon,Terra Valentine,2012
90,42.0,California,Petite Sirah,Viszlay Vineyards,2013
90,98.0,California,Cabernet Sauvignon,Viszlay Vineyards,2013
90,35.0,California,Syrah,Ampelos,2013
90,38.0,California,Pinot Noir,Challen,2014
90,38.0,California,Syrah,Crux,2013
90,22.0,New York,Sauvignon Blanc,Damiani,2015
90,18.0,New York,Rosé,Damiani,2016
90,38.0,California,Rhône-style Red Blend,Écluse,2014
90,22.0,Oregon,Viognier,Grizzly Peak,2015
86,10.0,Washington,Riesling,14 Hands,2010
86,14.0,Aquitaine,Rosé,Chateau le Grand Verdus,2011
86,35.0,Washington,Red Blend,Flying Trout,2010
86,17.0,California,Pinot Noir,Toad Hollow,2010
86,27.0,California,Rhône-style White Blend,Tablas Creek,2011
87,20.0,California,Chardonnay,Gainey,2006
86,13.0,California,Rosé,Bonterra,2007
86,20.0,California,Zinfandel,Lava Cap,2005
86,24.0,California,Mourvèdre,Lavender Ridge,2006
86,18.0,California,Syrah,Montevina,2005
86,18.0,Washington,Cabernet Sauvignon,Substance,2006
86,12.0,California,Rosé,Stevenot,2007
88,36.0,Oregon,Malbec,Schmidt,2011
88,48.0,California,Pinot Noir,Apriori,2014
88,22.0,California,White Blend,Martin Ray,2014
88,15.0,California,Chardonnay,Matchbook,2014
88,16.0,California,Pinot Noir,Replica,2014
93,31.0,Alsace,Gewürztraminer,Domaine Weinbach,2011
93,30.0,Alsace,Pinot Gris,Domaines Schlumberger,2007
93,38.0,California,Zinfandel,Dry Creek Vineyard,2011
93,45.0,Washington,Cabernet Sauvignon,Dunham,2010
93,50.0,Washington,Bordeaux-style Red Blend,Tamarack Cellars,2009
93,24.0,Washington,Viognier,Tamarack Cellars,2012
92,55.0,Washington,Cabernet Sauvignon,Pamplin,2010
92,28.0,Alsace,Pinot Gris,Rieflé,2010
92,45.0,Alsace,Pinot Gris,Rieflé,2010
92,85.0,California,Cabernet Sauvignon,Rocca,2010
92,50.0,Washington,Red Blend,Buty,2010
92,30.0,Washington,Viognier,Charles Smith,2012
92,40.0,Washington,Cabernet Sauvignon,Walla Walla Vintners,2010
92,39.0,Washington,Merlot,Efeste,2010
92,85.0,California,Cabernet Sauvignon,Ferrari-Carano,2008
94,75.0,California,Rhône-style Red Blend,Epoch Estate Wines,2013
94,80.0,Burgundy,Chardonnay,Alex Gambal,2014
94,28.0,California,White Blend,Carlisle,2014
94,85.0,Burgundy,Pinot Noir,David Duband,2014
94,90.0,Burgundy,Pinot Noir,Louis Jadot,2014
94,70.0,California,Rhône-style Red Blend,Epoch Estate Wines,2013
94,72.0,California,Cabernet Sauvignon,Grimm's Bluff,2014
93,35.0,California,Sauvignon Blanc,Joseph Phelps,2015
93,70.0,Tuscany,Sangiovese,Le Ragnaie,2012
93,38.0,California,Syrah,Mesa Del Sol,2011
93,36.0,California,Pinot Noir,Sandler,2015
93,60.0,California,Cabernet Sauvignon,Sixteen by Twenty,2013
93,100.0,California,Pinot Noir,Tolosa,2015
93,85.0,Tuscany,Sangiovese,Villa Poggio Salvi,2011
93,80.0,California,Cabernet Sauvignon,Volker Eisele Family Estate,2013
86,20.0,Washington,Cabernet Sauvignon,Arbor Crest,2004
85,9.0,California,Riesling,Fetzer,2006
85,75.0,California,Merlot,Beringer,2004
85,12.0,Tuscany,Sangiovese,Castello di Monastero,2004
92,32.0,California,Pinot Noir,Sequana,2010
92,71.0,California,Pinot Noir,Small Vines,2010
92,65.0,Sicilia,Cabernet Sauvignon,Tasca d'Almerita,2009
92,60.0,Oregon,Pinot Noir,Bergström,2010
92,42.0,California,Merlot,Happy Canyon Vineyard,2007
92,65.0,Sicilia,Red Blend,Palari,2009
92,43.0,Sicilia,Chardonnay,Planeta,2010
92,54.0,Oregon,Pinot Noir,Carabella,2010
92,75.0,California,Cabernet Sauvignon,Charles Krug,2009
92,16.0,Aquitaine,Bordeaux-style Red Blend,Château Blaignan,2010
92,42.0,Sicilia,Nero d'Avola,Morgante,2009
92,48.0,Oregon,Pinot Noir,Rex Hill,2010
92,100.0,California,Cabernet Sauvignon,Steven Kent,2009
86,21.0,Sicilia,Rosé,Hauner,2015
86,15.0,California,Chardonnay,Jack's House,2015
85,20.0,California,Rosé,Cellars 33,2016
85,20.0,Aquitaine,Bordeaux-style White Blend,Château de la Vieille Tour,2016
85,12.0,Aquitaine,Bordeaux-style White Blend,Château la France,2016
85,15.0,Aquitaine,Rosé,Château Lauduc,2016
85,11.0,California,Syrah,Cline,2015
99,94.0,California,Pinot Noir,Williams Selyem,2009
98,50.0,Washington,Bordeaux-style Red Blend,Pirouette,2008
97,82.0,California,Pinot Noir,Williams Selyem,2009
96,75.0,Tuscany,Red Blend,Tenuta Argentiera,2008
96,78.0,California,Pinot Noir,Williams Selyem,2009
95,56.0,California,Pinot Noir,Williams Selyem,2009
95,89.0,Aquitaine,Bordeaux-style Red Blend,Château Branaire-Ducru,2009
95,60.0,Washington,Syrah,Doyenne,2008
95,75.0,California,Chardonnay,Hanzell,2009
88,28.0,California,Chardonnay,Balletto,2013
88,34.0,New York,Syrah,Billsboro,2013
88,16.0,Sicilia,Nero d'Avola,Ceuso,2014
88,45.0,Aquitaine,Bordeaux-style Red Blend,Château Balac,2012
88,20.0,Aquitaine,Bordeaux-style Red Blend,Château des Annereaux,2011
88,30.0,Aquitaine,Sauvignon Blanc,Château Larrivet Haut-Brion,2014
88,22.0,Aquitaine,Bordeaux-style Red Blend,Château Peyredon Lagravette,2013
88,18.0,Washington,Red Blend,Chateau Ste. Michelle,2012
88,10.0,California,Pinot Noir,Dark Horse,2014
88,55.0,California,Chardonnay,Domaine Anderson,2013
88,16.0,Washington,Riesling,Dowsett Family,2014
88,25.0,Washington,Cabernet Franc,Gamache,2012
87,20.0,New York,Riesling,Paumanok,2014
87,30.0,Washington,Chardonnay,Browne Family Vineyards,2014
87,14.0,Sicilia,Nero d'Avola,Caruso & Minini,2012
87,15.0,Aquitaine,Bordeaux-style Red Blend,Château de Paillet-Quancard,2012
87,26.0,Aquitaine,Sauvignon Blanc,Château de Rochemorin,2013
85,12.0,California,Pinot Noir,Gnarly Head,2015
85,20.0,California,Chardonnay,Ca' Momi,2015
85,11.0,California,Chardonnay,Grayson,2015
85,10.0,California,Cabernet Sauvignon,Leaping Lizard,2014
85,25.0,California,Red Blend,Decoy,2013
85,18.0,Oregon,Pinot Gris,Oak Knoll,2014
85,13.0,Aquitaine,Bordeaux-style White Blend,Château Vrai Caillou,2015
85,28.0,Oregon,Cabernet Sauvignon,Delfino,2014
85,25.0,Oregon,Merlot,Cliff Creek,2012
90,65.0,Oregon,Syrah,Quady North,2007
90,50.0,California,Pinot Noir,Bonaccorsi,2008
90,30.0,California,Chardonnay,Chanin,2008
90,28.0,California,Cabernet Franc,Cuda Ridge Wines,2008
90,16.0,Oregon,Pinot Gris,Lange,2010
90,18.0,Oregon,Sauvignon Blanc,Melrose,2010
90,35.0,California,Grenache,Qupé,2009
90,20.0,California,White Blend,Qupé,2010
90,12.0,California,Cabernet Sauvignon,Ugly Duckling,2009
86,50.0,Tuscany,Merlot,Petra,2003
86,85.0,Tuscany,Syrah,Terralsole,2005
86,16.0,Tuscany,Red Blend,Tommasi,2005
86,10.0,New York,Chardonnay,Prejean,2006
86,15.0,Tuscany,Sangiovese,Antonino Tringali-Casanuova,2005
86,65.0,Tuscany,Red Blend,Villa Vignamaggio,2003
86,25.0,California,Viognier,Vinum Cellars,2006
85,29.0,Tuscany,Sangiovese Grosso,La Gerla,2003
85,19.0,California,Chardonnay,St. Clement,2006
85,10.0,California,Pinot Grigio,Renwood,2006
85,18.0,New York,Chardonnay,Ventosa,2005
92,48.0,California,Pinot Noir,Presqu'ile,2012
92,30.0,California,Chardonnay,Sante Arcangeli,2013
92,35.0,Washington,Chardonnay,Sixto,2012
92,20.0,Washington,Rhône-style Red Blend,Syncline,2013
92,90.0,Tuscany,Sangiovese,Lambardi,2010
92,40.0,Washington,Syrah,Two Vintners,2012
92,40.0,Washington,Syrah,Va Piano,2012
92,50.0,Tuscany,Sangiovese,Tenuta San Giorgio,2010
92,22.0,California,Chardonnay,Le P'tit Paysan,2013
92,80.0,Tuscany,Sangiovese,Lisini,2008
92,29.0,California,Syrah,Mesa Del Sol,2009
92,75.0,Tuscany,Red Blend,Ornellaia,2012
92,56.0,Washington,Pinot Noir,Analemma,2010
92,45.0,California,Zinfandel,Bella,2012
92,30.0,California,Chardonnay,Darcie Kent Vineyards,2012
84,10.0,Washington,Riesling,Washington Hills,2014
84,12.0,Aquitaine,Bordeaux-style Red Blend,Producta Vignobles,2013
84,25.0,New York,Riesling,Silver Thread,2014
84,37.0,California,Malbec,V. Sattui,2012
84,20.0,New York,Riesling,Ventosa,2013
84,12.0,Aquitaine,Sauvignon Blanc,Cap Royal,2014
84,18.0,Washington,Rosé,Cave B,2014
84,25.0,Aquitaine,Bordeaux-style Red Blend,Château Barreyre,2013
84,22.0,California,Meritage,Ehret,2010
84,17.0,Aquitaine,Bordeaux-style Red Blend,Château des Tourtes,2012
84,23.0,Aquitaine,Merlot,Château Donjon de Bruignac,2013
91,33.0,Washington,Rhône-style Red Blend,Helix by Reininger,2011
91,55.0,Tuscany,Sangiovese,Capanna,2009
91,35.0,Aquitaine,Bordeaux-style Red Blend,Château Haut Bertinerie,2010
91,26.0,Aquitaine,Bordeaux-style Red Blend,Château Preuillac,2011
91,45.0,California,Pinot Noir,Krutz,2011
91,50.0,California,Pinot Noir,Loring Wine Company,2012
91,40.0,California,Chardonnay,Loring Wine Company,2012
91,60.0,California,Pinot Noir,Manzoni,2011
91,29.0,Washington,Syrah,Amavi,2011
91,30.0,California,Chardonnay,Bouchaine,2012
91,40.0,California,Pinot Noir,Bucher,2012
91,45.0,Washington,Mourvèdre,Syncline,2011
91,50.0,Piemonte,Nebbiolo,Villadoria,2004
91,29.0,Aquitaine,Bordeaux-style Red Blend,Château de Roquebrune,2010
85,15.0,California,Chardonnay,Magnolia Court,2013
85,14.0,California,Pinot Noir,Red Rock,2013
85,25.0,California,Pinot Noir,Decoy,2013
84,18.0,California,Cabernet Sauvignon,Limited by Cambridge Cellars,2013
84,46.0,California,Chardonnay,Cairdean Estate,2011
84,15.0,Oregon,Pinot Noir,Cardwell Hill,2014
84,50.0,California,Cabernet Sauvignon,Viluko,2011
84,10.0,California,Red Blend,Alias,2013
84,23.0,California,Sauvignon Blanc,Bota Box,2013
84,47.0,California,Cabernet Sauvignon,Long Meadow Ranch,2011
84,60.0,California,Cabernet Sauvignon,Mario Bazán,2009
84,42.0,California,Cabernet Sauvignon,Medlock Ames,2011
84,13.0,California,Red Blend,Peirano,2012
83,38.0,California,Zinfandel,Witching Stick,2012
83,21.0,Alsace,Gewürztraminer,Dopff Au Moulin,2013
83,55.0,California,Cabernet Sauvignon,Hendry,2011
83,30.0,Sicilia,Red Blend,Feudi del Pisciotto,2012
94,74.0,Aquitaine,Bordeaux-style Red Blend,Château Clerc Milon,2009
93,30.0,Washington,Cabernet Sauvignon,Nefarious,2009
93,85.0,Washington,Red Blend,Quilceda Creek,2008
93,75.0,Tuscany,Merlot,Castellare di Castellina,2009
93,36.0,Washington,Rhône-style Red Blend,Doyenne,2009
93,80.0,Tuscany,Syrah,Terre del Marchesato,2008
93,50.0,Washington,Red Blend,Chester Kidder,2007
93,28.0,Washington,Syrah,Dunham,2008
93,55.0,California,Chardonnay,Patz & Hall,2009
93,60.0,Tuscany,Red Blend,Tenuta Monteti,2004
93,48.0,California,Cabernet Sauvignon,Volker Eisele Family Estate,2008
93,22.0,Washington,Red Blend,Angel Vine,2009
89,23.0,Burgundy,Chardonnay,La Chablisienne,2005
89,46.0,California,Chardonnay,Williams Selyem,2005
89,30.0,Oregon,Chardonnay,Ponzi,2005
89,28.0,Burgundy,Chardonnay,La Chablisienne,2005
89,55.0,California,Cabernet Sauvignon,Hendry,2004
88,15.0,California,Chardonnay,Alexander Valley Vineyards,2006
87,14.0,Washington,Riesling,AntoLin Cellars,2011
87,50.0,California,Syrah,Calicaro,2010
87,26.0,Washington,Tempranillo,Cor Cellars,2011
87,32.0,California,Bordeaux-style Red Blend,Happy Canyon Vineyard,2010
87,50.0,Piemonte,Nebbiolo,Virna Borgogno,2009
87,28.0,Washington,Merlot,Walla Walla Vintners,2010
87,17.0,Aquitaine,Bordeaux-style Red Blend,Pezat,2011
87,25.0,Piemonte,Barbera,Pico Maccario,2011
87,11.0,California,Cabernet Sauvignon,Robert Mondavi,2011
87,80.0,Piemonte,Nebbiolo,Stroppiana,2008
87,15.0,Washington,Chardonnay,Waterbrook,2011
87,40.0,Washington,Merlot,Hawks View,2010
87,19.0,California,Chardonnay,Chime,2012
87,65.0,California,Cabernet Sauvignon,Coghlan,2010
87,36.0,California,Zinfandel,Collier Falls,2010
87,24.0,Washington,Red Blend,Dumas Station,2010
86,32.0,California,Pinot Noir,Laetitia,2011
86,15.0,Washington,Bordeaux-style Red Blend,O•S Winery,2009
86,15.0,Aquitaine,Sauvignon Blanc,Pezat,2012
86,24.0,California,Sauvignon Blanc,Purlieu,2012
86,32.0,Washington,Bordeaux-style Red Blend,SuLei,2010
86,24.0,California,Chardonnay,Wild Horse,2011
88,40.0,California,Merlot,Stephanie,2008
88,30.0,Sicilia,Vermentino,Tenute Soletta,2011
88,32.0,Sicilia,White Blend,Tenute Soletta,2011
88,35.0,California,Pinot Noir,The Gardener,2011
88,60.0,California,Cabernet Franc,Turnbull,2009
88,40.0,Oregon,Pinot Noir,Youngberg Hill Vineyards,2009
88,10.0,Aquitaine,Bordeaux-style Red Blend,Château de Bordes-Quancard,2010
88,14.0,Sicilia,Red Blend,Cottanera,2011
88,50.0,Oregon,Pinot Noir,Erath,2010
88,45.0,California,Chardonnay,Pessagno,2010
88,28.0,California,Pinot Noir,Pessagno,2010
88,19.0,Sicilia,Syrah,Principi di Spadafora,2007
88,40.0,California,Pinot Noir,Renteria,2009
88,18.0,California,Rhône-style Red Blend,Robert Hall,2011
85,16.0,Oregon,Chardonnay,Wildewood,2013
85,25.0,Alsace,Riesling,Wunsch & Mann,2012
84,20.0,California,Chardonnay,McIlroy,2013
84,25.0,Oregon,Pinot Noir,Wildewood,2013
84,15.0,Alsace,Pinot Gris,Cave de Beblenheim,2013
84,19.0,Alsace,Gewürztraminer,Cave de Kientzheim-Kaysersberg,2013
84,8.0,Alsace,Pinot Blanc,Vieil Armand,2013
84,19.0,Oregon,Pinot Noir,Wine by Joe,2013
84,23.0,Alsace,Gewürztraminer,Wunsch & Mann,2013
84,15.0,California,Red Blend,Murphy-Goode,2012
84,19.0,Alsace,Gewürztraminer,Pierre Sparr,2013
84,24.0,Alsace,Gewürztraminer,Rieflé,2013
84,15.0,Alsace,Gewürztraminer,Arthur Metz,2013
84,16.0,Alsace,Pinot Gris,Cave de Cleebourg,2013
84,17.0,Alsace,Pinot Gris,Jean-Marc Bernhard,2013
87,25.0,California,Red Blend,Rock Wall,2012
87,38.0,California,Pinot Noir,Sanglier Cellars,2011
87,28.0,California,Petite Sirah,Santa Barbara Winery,2010
87,40.0,Oregon,Cabernet Sauvignon,Schmidt,2010
87,45.0,Oregon,Chardonnay,Willamette Valley Vineyards,2011
87,15.0,Burgundy,Chardonnay,Louis Jadot,2012
87,39.0,Tuscany,Red Blend,Olivi,2008
87,25.0,California,Pinot Noir,Publix,2012
87,45.0,California,Cabernet Sauvignon,Rodney Strong,2010
87,35.0,California,Rhône-style Red Blend,Star Angel by Montes,2009
87,15.0,Veneto,White Blend,Cantina del Castello,2013
87,22.0,Aquitaine,Bordeaux-style Red Blend,Château Magondeau,2010
92,25.0,California,Syrah,Falcone,2008
92,82.0,Piemonte,Nebbiolo,Fratelli Alessandria,2006
92,75.0,Piemonte,Nebbiolo,G D Vajra,2006
92,85.0,Piemonte,Nebbiolo,G D Vajra,2006
92,48.0,California,Cabernet Sauvignon,Sawyer,2007
92,48.0,Piemonte,Nebbiolo,Tenuta Rocca,2006
92,76.0,Piemonte,Nebbiolo,Damilano,2006
91,17.0,California,Sauvignon Blanc,Broman,2008
91,58.0,California,Pinot Noir,Dutton-Goldfield,2007
90,25.0,California,Gewürztraminer,Dutton-Goldfield,2008
90,35.0,California,Rhône-style Red Blend,Twisted Oak,2007
90,36.0,Washington,Cabernet Sauvignon,Whitman Cellars,2005
90,35.0,California,Cabernet Sauvignon,Wild Oak by St. Francis,2005
90,49.0,California,Pinot Noir,Alma Rosa,2007
90,28.0,Washington,Red Blend,Balboa,2007
90,45.0,Sicilia,Red Blend,Benanti,2005
90,40.0,Washington,Syrah,Coeur d'Alene,2006
90,85.0,Champagne-Ardenne,Champagne Blend,Deutz,2005
90,28.0,California,Chardonnay,J Vineyards & Winery,2007
90,35.0,California,Pinot Noir,James Family Cellars,2007
90,42.0,California,Cabernet Sauvignon,Long Meadow Ranch,2005
90,24.0,California,Petite Sirah,Newsome-Harlow,2007
90,50.0,California,Pinot Noir,Pali,2007
90,22.0,California,Sauvignon Blanc,Peju,2008
90,26.0,California,Grenache,Quivira,2007
90,19.0,Washington,Red Blend,SuLei,2007
87,18.0,California,Zinfandel,Sobon Estate,2006
87,30.0,California,Pinot Noir,Stephen's,2005
87,24.0,California,Chardonnay,Kenneth Volk,2005
87,20.0,California,Cabernet Franc,Lava Cap,2004
87,24.0,California,Pinot Noir,Fenestra,2005
88,20.0,California,Merlot,Firestone,2008
88,20.0,Washington,Riesling,Gård,2010
88,25.0,Washington,Red Blend,Alexandria Nicole,2009
88,24.0,California,Barbera,Andis,2010
88,20.0,New York,Cabernet Franc,Anthony Nappa,2010
88,53.0,Aquitaine,Bordeaux-style Red Blend,Château Bellegrave du Poujeau,2006
88,98.0,California,Bordeaux-style Red Blend,Justin,2008
88,13.0,California,Chardonnay,Leese-Fitch,2010
88,25.0,California,Merlot,Martin Ray,2010
88,45.0,Washington,Merlot,Obelisco Estate,2009
88,44.0,California,Chardonnay,Freeman,2010
88,10.0,Piemonte,Barbera,Bersano,2009
84,42.0,California,Zinfandel,2Plank,2014
84,28.0,Washington,Barbera,Oak Knoll,2011
84,11.0,California,Merlot,Grayson,2015
84,21.0,Washington,Viognier,Kestrel,2015
84,23.0,California,Riesling,Bota Box,2015
84,85.0,Oregon,Pinot Noir,Wetzel Estate,2012
90,22.0,New York,Riesling,Keuka Spring,2016
90,17.0,New York,Riesling,Keuka Spring,2016
90,24.0,California,Rosé,Kokomo,2016
90,30.0,California,Chardonnay,La Crema,2015
90,28.0,California,Vermentino,La Folia Winery,2015
90,35.0,Washington,Sauvignon Blanc,Matthews,2016
90,58.0,Piemonte,Nebbiolo,Monchiero,2013
90,32.0,California,Rosé,Paraduxx,2016
90,60.0,California,Pinot Noir,Peter Paul Wines,2014
89,70.0,Washington,Sangiovese,Leonetti Cellar,2014
89,25.0,Piemonte,Barbera,Mirafiore,2015
89,15.0,New York,Rosé,Osprey's Dominion,2016
89,30.0,California,Cabernet Sauvignon,Parducci,2015
89,20.0,California,Chardonnay,Qupé,2015
89,35.0,California,Syrah,Record Family Wines,2014
89,34.0,California,Cabernet Sauvignon,Sculpterra,2014
89,24.0,Washington,Rosé,Syncline,2016
88,30.0,California,Petit Verdot,Santa Barbara Winery,2012
