province,year,variety,points
Alsace,2011,Gewürztraminer,93
Alsace,2007,Pinot Gris,93
California,2011,Zinfandel,93
Washington,2010,Cabernet Sauvignon,93
Washington,2009,Bordeaux-style Red Blend,93
Washington,2012,Viognier,93
Alsace,2007,Gewürztraminer,93
California,2007,Cabernet Sauvignon,93
Washington,2010,Cabernet Sauvignon,92
Alsace,2010,Pinot Gris,92
Alsace,2010,Pinot Gris,92
California,2010,Cabernet Sauvignon,92
Washington,2010,Red Blend,92
California,2011,Bordeaux-style Red Blend,92
Washington,2012,Viognier,92
Washington,2010,Cabernet Sauvignon-Sangiovese,92
Washington,2010,Cabernet Sauvignon,92
Washington,2010,Merlot,92
California,2008,Cabernet Sauvignon,92
California,2013,Rhône-style Red Blend,94
California,2013,Cabernet Sauvignon,94
Burgundy,2014,Chardonnay,94
California,2014,White Blend,94
Burgundy,2014,Pinot Noir,94
Burgundy,2014,Pinot Noir,94
Tuscany,2012,Sangiovese,94
Burgundy,2014,Pinot Noir,94
Veneto,2009,Red Blend,94
California,2013,Rhône-style Red Blend,94
California,2013,Cabernet Sauvignon,94
California,2014,Cabernet Sauvignon,94
California,2015,Sauvignon Blanc,93
Tuscany,2012,Sangiovese,93
Burgundy,2014,Pinot Noir,93
California,2011,Syrah,93
California,2013,Cabernet Sauvignon,93
California,2015,Pinot Noir,93
California,2013,Cabernet Sauvignon,93
California,2014,Cabernet Sauvignon,93
California,2015,Pinot Noir,93
Tuscany,2011,Sangiovese,93
California,2013,Cabernet Sauvignon,93
Washington,2004,Cabernet Sauvignon,86
California,2006,Riesling,85
California,2004,Merlot,85
California,2006,Pinot Noir,85
Tuscany,2004,Sangiovese,85
California,2005,Port,85
California,2004,Bordeaux-style Red Blend,85
Sicilia,2011,Fiano,92
California,2010,Pinot Noir,92
California,2010,Pinot Noir,92
Sicilia,2009,Cabernet Sauvignon,92
Oregon,2010,Pinot Noir,92
California,2007,Merlot,92
Sicilia,2009,Red Blend,92
Sicilia,2010,Chardonnay,92
Oregon,2010,Pinot Noir,92
California,2009,Cabernet Sauvignon,92
Aquitaine,2010,Bordeaux-style Red Blend,92
Sicilia,2009,Nero d'Avola,92
Oregon,2010,Pinot Noir,92
California,2009,Cabernet Sauvignon,92
Sicilia,2015,Rosé,86
California,2015,Chardonnay,86
California,2016,Rosé,85
Aquitaine,2016,Bordeaux-style White Blend,85
Aquitaine,2016,Bordeaux-style White Blend,85
Aquitaine,2016,Rosé,85
Aquitaine,2016,Rosé,85
California,2015,Syrah,85
Veneto,2016,Rosato,85
California,2015,Chardonnay,85
Washington,2008,Cabernet Sauvignon,99
California,2009,Pinot Noir,99
Aquitaine,2009,Bordeaux-style Red Blend,98
Aquitaine,2009,Bordeaux-style Red Blend,98
Washington,2008,Bordeaux-style Red Blend,98
Tuscany,2008,Red Blend,98
Aquitaine,2009,Bordeaux-style Red Blend,97
Tuscany,2008,Red Blend,97
Tuscany,2008,Red Blend,97
California,2009,Cabernet Sauvignon,97
Aquitaine,2009,Bordeaux-style Red Blend,97
California,2009,Pinot Noir,97
Aquitaine,2009,Bordeaux-style Red Blend,96
Aquitaine,2009,Bordeaux-style Red Blend,96
Tuscany,2008,Red Blend,96
Aquitaine,2009,Bordeaux-style Red Blend,96
Aquitaine,2009,Bordeaux-style Red Blend,96
Aquitaine,2009,Bordeaux-style Red Blend,96
California,2008,Cabernet Sauvignon,96
Aquitaine,2009,Bordeaux-style Red Blend,96
Aquitaine,2009,Bordeaux-style Red Blend,96
California,2009,Pinot Noir,96
Aquitaine,2009,Bordeaux-style Red Blend,96
California,2009,Pinot Noir,95
Aquitaine,2009,Bordeaux-style Red Blend,95
Aquitaine,2009,Bordeaux-style Red Blend,95
Aquitaine,2009,Bordeaux-style Red Blend,95
Washington,2008,Syrah,95
California,2009,Chardonnay,95
California,2013,Chardonnay,88
New York,2013,Syrah,88
California,2013,Chardonnay,88
Sicilia,2014,Nero d'Avola,88
Aquitaine,2012,Bordeaux-style Red Blend,88
Aquitaine,2011,Bordeaux-style Red Blend,88
Aquitaine,2013,Bordeaux-style White Blend,88
Aquitaine,2014,Sauvignon Blanc,88
Aquitaine,2013,Bordeaux-style White Blend,88
Aquitaine,2013,Bordeaux-style Red Blend,88
Aquitaine,2013,Bordeaux-style Red Blend,88
Aquitaine,2013,Bordeaux-style Red Blend,88
Washington,2012,Red Blend,88
Aquitaine,2013,Bordeaux-style Red Blend,88
California,2014,Pinot Noir,88
California,2013,Chardonnay,88
Washington,2014,Riesling,88
Sicilia,2010,Rosato,88
Washington,2012,Cabernet Franc,88
New York,2014,Riesling,87
California,2014,Chardonnay,87
Washington,2014,Chardonnay,87
Sicilia,2012,Nero d'Avola,87
Washington,2014,Albariño,87
Aquitaine,2013,Bordeaux-style Red Blend,87
Aquitaine,2013,Bordeaux-style White Blend,87
Aquitaine,2012,Bordeaux-style Red Blend,87
Aquitaine,2013,Sauvignon Blanc,87
California,2015,Pinot Noir,85
California,2015,Chardonnay,85
California,2014,Red Blend,85
Piedmont,2010,Nebbiolo,85
California,2015,Chardonnay,85
California,2014,Cabernet Sauvignon,85
California,2013,Red Blend,85
Oregon,2014,Pinot Gris,85
Aquitaine,2015,Bordeaux-style Red Blend,85
Aquitaine,2014,Bordeaux-style Red Blend,85
Aquitaine,2015,Bordeaux-style White Blend,85
Oregon,2011,Claret,85
Oregon,2013,Claret,85
Oregon,2014,Cabernet Sauvignon,85
California,2015,Chardonnay,85
California,2013,Cabernet Sauvignon,85
Aquitaine,2014,Bordeaux-style Red Blend,85
Aquitaine,2013,Bordeaux-style Red Blend,85
Oregon,2012,Merlot,85
Oregon,2007,Syrah,90
California,2010,Marsanne,90
Tuscany,2006,Red Blend,90
California,2008,Pinot Noir,90
California,2008,Chardonnay,90
California,2008,Cabernet Franc,90
Tuscany,2005,Sangiovese Grosso,90
Oregon,2010,Pinot Gris,90
Tuscany,2007,Red Blend,90
Oregon,2010,Sauvignon Blanc,90
Tuscany,2007,Syrah,90
California,2007,Cabernet Sauvignon,90
California,2009,Grenache,90
California,2010,White Blend,90
California,2009,Grenache Blanc,90
California,2009,Cabernet Sauvignon,90
Tuscany,2003,Merlot,86
Tuscany,2005,Syrah,86
Tuscany,2005,Red Blend,86
California,2006,Fumé Blanc,86
New York,2006,Chardonnay,86
Tuscany,2005,Sangiovese,86
Tuscany,2003,Red Blend,86
California,2006,Viognier,86
Tuscany,2003,Sangiovese Grosso,85
California,2006,Chardonnay,85
California,2006,Pinot Grigio,85
New York,2005,Chardonnay,85
Aquitaine,2011,Bordeaux-style White Blend,92
California,2012,Pinot Noir,92
California,2013,Chardonnay,92
Washington,2012,Chardonnay,92
Washington,2013,Rhône-style Red Blend,92
Tuscany,2010,Sangiovese,92
Aquitaine,2012,Bordeaux-style Red Blend,92
Washington,2012,Syrah,92
Washington,2012,Syrah,92
Tuscany,2010,Sangiovese,92
California,2013,Chardonnay,92
Tuscany,2008,Sangiovese,92
California,2009,Syrah,92
Tuscany,2012,Red Blend,92
Washington,2010,Pinot Noir,92
California,2012,Zinfandel,92
Tuscany,2010,Sangiovese,92
Aquitaine,2012,Bordeaux-style Red Blend,92
Aquitaine,2012,Bordeaux-style Red Blend,92
Aquitaine,2011,Bordeaux-style White Blend,92
Aquitaine,2011,Bordeaux-style Red Blend,92
Aquitaine,2012,Bordeaux-style Red Blend,92
California,2012,Chardonnay,92
Aquitaine,2013,Bordeaux-style Red Blend,84
Washington,2014,Riesling,84
Aquitaine,2013,Bordeaux-style Red Blend,84
Washington,2013,Rhône-style Red Blend,84
Aquitaine,2013,Bordeaux-style Red Blend,84
New York,2014,Riesling,84
California,2012,Malbec,84
New York,2013,Riesling,84
Aquitaine,2014,Sauvignon Blanc,84
Washington,2014,Rosé,84
Aquitaine,2013,Bordeaux-style Red Blend,84
Aquitaine,2013,Bordeaux-style Red Blend,84
Aquitaine,2013,Bordeaux-style Red Blend,84
California,2013,Red Blend,84
California,2010,Meritage,84
Aquitaine,2013,Bordeaux-style Red Blend,84
Aquitaine,2012,Bordeaux-style Red Blend,84
Aquitaine,2013,Merlot,84
Aquitaine,2013,Bordeaux-style Red Blend,84
Aquitaine,2013,Bordeaux-style Red Blend,84
Washington,2011,Rhône-style Red Blend,91
Tuscany,2009,Sangiovese,91
Aquitaine,2010,Bordeaux-style Red Blend,91
Aquitaine,2011,Bordeaux-style Red Blend,91
Aquitaine,2011,Bordeaux-style Red Blend,91
California,2011,Pinot Noir,91
California,2012,Pinot Noir,91
California,2012,Chardonnay,91
California,2011,Pinot Noir,91
Washington,2011,Syrah,91
Tuscany,2009,Sangiovese,91
California,2012,Chardonnay,91
California,2012,Pinot Noir,91
Washington,2011,Mourvèdre,91
Tuscany,2008,Sangiovese,91
Piedmont,2004,Nebbiolo,91
Aquitaine,2011,Bordeaux-style Red Blend,91
Aquitaine,2010,Bordeaux-style Red Blend,91
California,2012,Chardonnay,85
California,2013,Chardonnay,85
California,2013,Pinot Noir,85
California,2013,Pinot Noir,85
California,2013,Cabernet Sauvignon,84
California,2011,Chardonnay,84
Oregon,2014,Pinot Noir,84
California,2011,Cabernet Sauvignon,84
California,2013,Red Blend,84
California,2013,Sauvignon Blanc,84
Alsace,2013,Pinot Gris,84
California,2011,Cabernet Sauvignon,84
California,2009,Cabernet Sauvignon,84
California,2011,Cabernet Sauvignon,84
California,2012,Red Blend,84
California,2013,Sauvignon Blanc,83
California,2012,Zinfandel,83
Alsace,2013,Gewürztraminer,83
Oregon,2007,Syrah,83
California,2011,Cabernet Sauvignon,83
California,2012,Chardonnay,83
Oregon,2012,G-S-M,83
Sicilia,2012,Red Blend,83
Aquitaine,2009,Bordeaux-style Red Blend,94
Aquitaine,2009,Bordeaux-style Red Blend,94
Aquitaine,2009,Bordeaux-style Red Blend,94
California,2008,Cabernet Sauvignon,94
Tuscany,2008,Red Blend,94
Tuscany,2008,Red Blend,93
Washington,2009,Cabernet Sauvignon,93
California,2009,Syrah-Viognier,93
Washington,2008,Red Blend,93
Tuscany,2009,Merlot,93
Aquitaine,2009,Bordeaux-style Red Blend,93
Aquitaine,2009,Bordeaux-style Red Blend,93
Washington,2009,Rhône-style Red Blend,93
Tuscany,2008,Syrah,93
Tuscany,2006,Sangiovese Grosso,93
Tuscany,2008,Syrah,93
Aquitaine,2009,Bordeaux-style Red Blend,93
Aquitaine,2009,Bordeaux-style Red Blend,93
Washington,2007,Red Blend,93
Washington,2008,Syrah,93
California,2009,Chardonnay,93
Tuscany,2004,Red Blend,93
California,2008,Cabernet Sauvignon,93
Washington,2009,Red Blend,93
Burgundy,2005,Chardonnay,89
California,2005,Chardonnay,89
Oregon,2005,Chardonnay,89
Oregon,2006,Pinot Gris,89
Burgundy,2005,Chardonnay,89
California,2004,Cabernet Sauvignon,89
California,2006,Chardonnay,88
California,2012,Grenache Blanc,87
Washington,2011,Riesling,87
California,2010,Syrah,87
Aquitaine,2011,Bordeaux-style Red Blend,87
Aquitaine,2011,Bordeaux-style Red Blend,87
Aquitaine,2011,Bordeaux-style Red Blend,87
Washington,2011,Tempranillo,87
California,2010,Bordeaux-style Red Blend,87
Piedmont,2009,Nebbiolo,87
Washington,2010,Merlot,87
Aquitaine,2011,Bordeaux-style Red Blend,87
Piedmont,2011,Barbera,87
California,2011,Cabernet Sauvignon,87
Piedmont,2008,Nebbiolo,87
Aquitaine,2011,Bordeaux-style Red Blend,87
California,2009,Cabernet Sauvignon,87
Washington,2011,Chardonnay,87
Aquitaine,2011,Bordeaux-style Red Blend,87
Washington,2010,Merlot,87
California,2012,Chardonnay,87
California,2010,Cabernet Sauvignon,87
California,2010,Zinfandel,87
Washington,2010,Red Blend,87
California,2011,Pinot Noir,86
Washington,2009,Bordeaux-style Red Blend,86
Aquitaine,2012,Sauvignon Blanc,86
California,2012,Sauvignon Blanc,86
Washington,2010,Bordeaux-style Red Blend,86
California,2011,Chardonnay,86
California,2008,Merlot,88
Sicilia,2011,Vermentino,88
Sicilia,2011,White Blend,88
California,2011,Pinot Noir,88
California,2009,Cabernet Franc,88
Oregon,2009,Pinot Noir,88
Aquitaine,2010,Bordeaux-style Red Blend,88
Aquitaine,2010,Bordeaux-style Red Blend,88
Sicilia,2011,Red Blend,88
Oregon,2011,Marsanne-Roussanne,88
Oregon,2010,Pinot Noir,88
California,2010,Chardonnay,88
California,2010,Pinot Noir,88
Sicilia,2010,Nero d'Avola,88
Sicilia,2007,Syrah,88
California,2009,Pinot Noir,88
California,2011,Rhône-style Red Blend,88
Oregon,2013,Chardonnay,85
Alsace,2012,Riesling,85
California,2013,Chardonnay,84
Oregon,2013,Pinot Noir,84
Sicilia,2013,Nero d'Avola,84
Alsace,2013,Pinot Gris,84
Alsace,2013,Gewürztraminer,84
Sicilia,2013,Inzolia,84
Alsace,2013,Pinot Blanc,84
Oregon,2013,Pinot Noir,84
Alsace,2013,Gewürztraminer,84
California,2012,Red Blend,84
Alsace,2013,Gewürztraminer,84
Alsace,2013,Gewürztraminer,84
California,2012,Pinot Noir,84
Alsace,2013,Gewürztraminer,84
Alsace,2013,Pinot Gris,84
Alsace,2013,Pinot Gris,84
California,2012,Red Blend,87
California,2011,Pinot Noir,87
California,2010,Petite Sirah,87
Oregon,2010,Cabernet Sauvignon,87
Oregon,2011,Chardonnay,87
Burgundy,2012,Chardonnay,87
Tuscany,2008,Red Blend,87
California,2012,Pinot Noir,87
California,2010,Cabernet Sauvignon,87
California,2009,Rhône-style Red Blend,87
Veneto,2013,White Blend,87
Aquitaine,2010,Bordeaux-style Red Blend,87
Piedmont,2006,Nebbiolo,92
Champagne-Ardenne,1995,Champagne Blend,92
Champagne-Ardenne,2002,Champagne Blend,92
California,2008,Syrah,92
Piedmont,2006,Nebbiolo,92
Piedmont,2006,Nebbiolo,92
Piedmont,2006,Nebbiolo,92
Piedmont,2006,Nebbiolo,92
Piedmont,2006,Nebbiolo,92
California,2007,Cabernet Sauvignon,92
California,2007,Cabernet Sauvignon,92
Piedmont,2006,Nebbiolo,92
Piedmont,2006,Nebbiolo,92
Piedmont,2007,Nebbiolo,92
Piedmont,2006,Nebbiolo,92
Piedmont,2006,Nebbiolo,92
Piedmont,2004,Nebbiolo,92
Piedmont,2006,Nebbiolo,92
Piedmont,2006,Nebbiolo,92
California,2008,Sauvignon Blanc,91
California,2007,Pinot Noir,91
California,2008,Gewürztraminer,90
California,2007,Rhône-style Red Blend,90
California,2006,Cabernet Sauvignon,90
Washington,2005,Cabernet Sauvignon,90
California,2005,Cabernet Sauvignon,90
California,2007,Pinot Noir,90
Aquitaine,2005,Bordeaux-style Red Blend,90
Veneto,2004,"Corvina, Rondinella, Molinara",90
Washington,2007,Red Blend,90
Sicilia,2005,Red Blend,90
Sicilia,2006,Nerello Mascalese,90
Aquitaine,2006,Bordeaux-style Red Blend,90
Washington,2006,Syrah,90
Champagne-Ardenne,2005,Champagne Blend,90
California,2007,Chardonnay,90
California,2007,Pinot Noir,90
California,2005,Cabernet Sauvignon,90
California,2007,Petite Sirah,90
California,2007,Pinot Noir,90
California,2008,Sauvignon Blanc,90
California,2007,Grenache,90
Washington,2007,Red Blend,90
California,2005,Chardonnay,87
California,2006,Zinfandel,87
California,2005,Pinot Noir,87
California,2005,Chardonnay,87
California,2004,Cabernet Franc,87
California,2005,Pinot Noir,87
Oregon,2006,Red Blend,87
Aquitaine,2009,Bordeaux-style Red Blend,88
Aquitaine,2009,Bordeaux-style Red Blend,88
California,2008,Merlot,88
Washington,2010,Riesling,88
Washington,2009,Red Blend,88
California,2010,Barbera,88
New York,2010,Cabernet Franc,88
Aquitaine,2009,Bordeaux-style Red Blend,88
Aquitaine,2006,Bordeaux-style Red Blend,88
Aquitaine,2008,Bordeaux-style Red Blend,88
Aquitaine,2009,Bordeaux-style Red Blend,88
California,2008,Bordeaux-style Red Blend,88
California,2010,Chardonnay,88
California,2010,Merlot,88
Washington,2009,Merlot,88
Piedmont,2009,Nebbiolo,88
California,2010,Chardonnay,88
Aquitaine,2010,Bordeaux-style Red Blend,88
Piedmont,2009,Barbera,88
California,2014,Zinfandel,84
Aquitaine,2012,Bordeaux-style Red Blend,84
Washington,2011,Barbera,84
Oregon,2012,Carmenère,84
California,2015,Merlot,84
Washington,2015,Viognier,84
California,2015,Riesling,84
Oregon,2012,Pinot Noir,84
New York,2016,Riesling,90
New York,2016,Riesling,90
California,2016,Rosé,90
California,2015,Chardonnay,90
California,2015,Vermentino,90
Piedmont,2013,Nebbiolo,90
Washington,2016,Sauvignon Blanc,90
Piedmont,2013,Nebbiolo,90
California,2015,Muscat,90
California,2016,Rosé,90
California,2014,Pinot Noir,90
California,2014,Bordeaux-style Red Blend,90
Washington,2014,Sangiovese,89
Piedmont,2015,Barbera,89
California,2015,Chenin Blanc,89
New York,2016,Rosé,89
California,2015,Cabernet Sauvignon,89
California,2015,Chardonnay,89
California,2014,Syrah,89
California,2014,Cabernet Sauvignon,89
Washington,2016,Rosé,89
California,2014,Sauvignon Blanc,88
California,2012,Teroldego,88
California,2012,Petit Verdot,88
Veneto,2010,Red Blend,88
Alsace,2014,Riesling,88
California,2012,Cabernet Sauvignon,88
California,2012,Pinot Noir,88
California,2013,Petite Sirah,88
Washington,2013,Red Blend,88
Washington,2014,Moscato,88
California,2013,Rhône-style Red Blend,88
Alsace,2014,Pinot Gris,88
California,2012,Malbec,88
California,2011,Sangiovese,88
California,2012,Zinfandel,88
California,2014,Chardonnay,88
Alsace,2014,Gewürztraminer,88
Veneto,2011,Garganega,88
Burgundy,2012,Pinot Noir,88
California,2012,Chardonnay,88
Alsace,2014,Riesling,88
California,2013,Viognier,88
California,2014,Pinot Noir,88
Washington,2013,Merlot,88
New York,2012,Cabernet Sauvignon,88
Tuscany,2006,Sangiovese Grosso,94
Tuscany,2006,Sangiovese Grosso,94
Tuscany,2007,Sangiovese Grosso,94
Burgundy,2009,Pinot Noir,94
Tuscany,2007,Sangiovese Grosso,94
California,2009,Pinot Noir,94
Tuscany,2007,Sangiovese Grosso,94
California,2009,Pinot Noir,94
Tuscany,2006,Sangiovese Grosso,94
Tuscany,2009,Red Blend,94
Tuscany,2006,Sangiovese Grosso,94
California,2009,Pinot Noir,94
Tuscany,2007,Sangiovese Grosso,94
Tuscany,2006,Sangiovese Grosso,94
California,2009,Pinot Noir,94
Tuscany,2006,Sangiovese Grosso,94
Tuscany,2007,Sangiovese Grosso,94
California,2009,Pinot Noir,94
California,2009,Pinot Noir,94
Tuscany,2006,Sangiovese Grosso,94
Burgundy,2009,Chardonnay,94
Burgundy,2009,Chardonnay,94
California,2010,Chardonnay,94
Tuscany,2007,Sangiovese Grosso,94
Tuscany,2007,Sangiovese Grosso,94
Tuscany,2006,Sangiovese Grosso,94
California,2009,Pinot Noir,94
California,2007,Cabernet Sauvignon,87
California,2006,Cabernet Sauvignon,87
California,2007,Cabernet Sauvignon,87
California,2007,Cabernet Sauvignon,87
Piedmont,2007,Ruché,87
Aquitaine,2008,Bordeaux-style Red Blend,87
Aquitaine,2008,Bordeaux-style Red Blend,87
Piedmont,2006,Barbera,87
Aquitaine,2008,Bordeaux-style Red Blend,87
Aquitaine,2008,Bordeaux-style Red Blend,87
California,2006,Cabernet Sauvignon,87
California,2007,Zinfandel,87
California,2006,Pinot Noir,87
California,2006,Zinfandel,87
California,2007,Chardonnay,87
California,2005,Meritage,87
California,2012,Sauvignon Blanc,85
Tuscany,2010,Red Blend,85
Tuscany,2011,Red Blend,85
California,2011,Red Blend,85
Alsace,2010,Pinot Noir,85
California,2010,Zinfandel,85
Oregon,2012,Viognier,85
Tuscany,2010,Red Blend,85
Oregon,2011,Chardonnay,85
California,2010,Cabernet Sauvignon,85
Tuscany,2011,Red Blend,85
California,2011,Sauvignon Blanc,84
California,2010,Red Blend,84
Tuscany,2006,Prugnolo Gentile,90
Tuscany,2004,Sangiovese Grosso,90
Tuscany,2007,Sangiovese,90
California,2006,Syrah,90
Washington,2007,Red Blend,90
California,2006,Cabernet Sauvignon,90
Washington,2006,Chardonnay,90
California,2006,Syrah,90
Tuscany,2004,Sangiovese Grosso,90
Aquitaine,2005,Bordeaux-style Red Blend,90
Tuscany,2004,Sangiovese Grosso,90
California,2005,Merlot,90
Tuscany,2005,Sangiovese,90
Tuscany,2004,Sangiovese Grosso,90
Tuscany,2004,Sangiovese Grosso,90
California,2005,Cabernet Sauvignon,90
Tuscany,2005,Sangiovese,90
Tuscany,2004,Sangiovese Grosso,90
Aquitaine,2013,Bordeaux-style Red Blend,85
Aquitaine,2012,Bordeaux-style Red Blend,85
Aquitaine,2013,Bordeaux-style Red Blend,85
Aquitaine,2013,Bordeaux-style Red Blend,85
California,2013,White Blend,85
Washington,2014,Sauvignon Blanc,85
California,2013,Cabernet Sauvignon,85
California,2013,Chardonnay,85
Piedmont,2013,Barbera,85
New York,2013,Riesling,85
California,2012,Syrah,85
Washington,2014,Gewürztraminer,85
California,2013,Chardonnay,85
California,2012,Chardonnay,85
Washington,2013,Merlot,85
New York,2013,Traminette,85
California,2012,Chardonnay,85
California,2014,Pinot Gris,85
California,2014,Chardonnay,85
California,2012,Pinot Noir,85
Washington,2013,Merlot,85
California,2011,Zinfandel,88
Veneto,2000,Red Blend,88
California,2011,Chardonnay,88
California,2010,Pinot Noir,88
California,2009,Syrah,88
California,2012,Zinfandel,88
California,2012,Grüner Veltliner,88
Burgundy,2011,Chardonnay,88
Burgundy,2011,Pinot Noir,88
Burgundy,2011,Pinot Noir,88
Veneto,2008,Red Blend,88
California,2009,Cabernet Sauvignon,88
Washington,2010,Malbec,88
Washington,2010,Cabernet Sauvignon,88
Veneto,2007,Red Blend,88
Washington,2012,Riesling,88
Alsace,2011,Riesling,88
Veneto,2010,Red Blend,88
Washington,2010,Bordeaux-style Red Blend,88
Veneto,2009,Red Blend,88
Washington,2012,Chardonnay,88
Veneto,2010,Red Blend,88
California,2013,Zinfandel,87
Oregon,2015,Pinot Noir,87
Oregon,2013,Pinot Noir,87
Oregon,2013,Rhône-style White Blend,87
Sicilia,2016,Nero d'Avola,87
California,2014,Chardonnay,87
California,2015,Chardonnay,87
California,2010,Chardonnay,85
Sicilia,2011,Grillo,85
Sicilia,2010,Monica,85
Aquitaine,2011,Bordeaux-style White Blend,85
Sicilia,2010,Red Blend,85
