points,price,province,variety,winery,Precipitation,Temperature
91,23.0,Oregon,Pinot Noir,Andrew Rich,440.1,8.68
90,28.0,Oregon,Zinfandel,Troon,440.1,8.68
88,20.0,Oregon,Pinot Noir,Pino,440.1,8.68
88,35.0,Oregon,Pinot Noir,Rex Hill,440.1,8.68
90,49.0,Oregon,Pinot Noir,Trisaetum,440.1,8.68
90,35.0,Oregon,Pinot Noir,Foris,440.1,8.68
88,35.0,Oregon,Pinot Noir,Treos,440.1,8.68
88,26.0,Oregon,Chardonnay,Dobbes Family Estate,440.1,8.68
89,30.0,Oregon,Pinot Noir,WillaKenzie Estate,440.1,8.68
89,19.0,Oregon,Pinot Gris,Apolloni,440.1,8.68
88,28.0,Oregon,Riesling,Hyland,440.1,8.68
95,49.0,Oregon,Chardonnay,Trisaetum,440.1,8.68
87,30.0,Oregon,Syrah,Weisinger,440.1,8.68
92,40.0,Oregon,Pinot Noir,Harper Voit,440.1,8.68
92,42.0,Oregon,Pinot Noir,Trathen Hall,440.1,8.68
91,60.0,Oregon,Pinot Noir,R. Stuart & Co.,440.1,8.68
91,60.0,Oregon,Pinot Noir,Carabella,440.1,8.68
91,50.0,Oregon,Chardonnay,Domaine Divio,440.1,8.68
94,58.0,Oregon,Pinot Noir,J. Christopher,440.1,8.68
90,26.0,Oregon,Pinot Noir,Willful,440.1,8.68
95,55.0,Oregon,Chardonnay,Domaine Serene,440.1,8.68
95,35.0,Oregon,Chardonnay,Shea,440.1,8.68
85,20.0,Oregon,Pinot Blanc,Bryn Mawr Vineyards,440.1,8.68
85,22.0,Oregon,Pinot Gris,Kramer,440.1,8.68
90,48.0,Oregon,Pinot Noir,Winderlea,440.1,8.68
91,40.0,Oregon,Pinot Noir,J. Christopher,440.1,8.68
91,35.0,Oregon,Chardonnay,Torii Mor,440.1,8.68
90,20.0,Oregon,Pinot Noir,Ponzi,440.1,8.68
90,20.0,Oregon,Pinot Gris,Portlandia,440.1,8.68
90,23.0,Oregon,Viognier,Season,440.1,8.68
92,60.0,Oregon,Pinot Noir,Elk Cove,440.1,8.68
89,23.0,Oregon,Sauvignon Blanc,Reustle,440.1,8.68
86,18.0,Oregon,Chardonnay,King Estate,440.1,8.68
89,19.0,Oregon,Chardonnay,Wy'East Vineyards,440.1,8.68
89,20.0,Oregon,Pinot Gris,Treos,440.1,8.68
87,30.0,Oregon,Malbec,Spangler,440.1,8.68
92,90.0,Oregon,Pinot Noir,Domaine Serene,440.1,8.68
92,90.0,Oregon,Pinot Noir,Domaine Serene,440.1,8.68
92,45.0,Oregon,Pinot Noir,Domaine Serene,440.1,8.68
90,25.0,Oregon,Pinot Blanc,Adelsheim,440.1,8.68
91,65.0,Oregon,Pinot Noir,Harper Voit,440.1,8.68
91,52.0,Oregon,Pinot Noir,Wy'East Vineyards,440.1,8.68
91,55.0,Oregon,Grenache,Rasa,440.1,8.68
92,40.0,Oregon,Pinot Noir,Ponzi,440.1,8.68
92,60.0,Oregon,Pinot Noir,Winderlea,440.1,8.68
91,18.0,Oregon,Sauvignon Blanc,Upper Five,440.1,8.68
90,22.0,Oregon,Riesling,Anam Cara,440.1,8.68
88,13.0,Oregon,Pinot Gris,Eola Hills,440.1,8.68
90,60.0,Oregon,Pinot Noir,Roco,440.1,8.68
93,90.0,Oregon,Pinot Noir,Domaine Serene,440.1,8.68
88,40.0,Oregon,Pinot Noir,Vidon Vineyard,440.1,8.68
93,29.0,Oregon,Chardonnay,Irvine Family Vineyards,440.1,8.68
91,19.0,Oregon,Pinot Gris,Adelsheim,440.1,8.68
91,30.0,Oregon,Pinot Noir,Sineann,440.1,8.68
91,38.0,Oregon,Chardonnay,Lange,440.1,8.68
91,22.0,Oregon,Chardonnay,Adelsheim,440.1,8.68
89,25.0,Oregon,Pinot Noir,Wy'East Vineyards,440.1,8.68
94,18.0,Oregon,Riesling,David Hill,440.1,8.68
92,45.0,Oregon,Chardonnay,Adelsheim,440.1,8.68
86,16.0,Oregon,Pinot Noir,Walnut City WineWorks,440.1,8.68
90,50.0,Oregon,Pinot Noir,Argyle,440.1,8.68
92,45.0,Oregon,Pinot Noir,Andrew Rich,440.1,8.68
92,58.0,Oregon,Pinot Noir,J. Christopher,440.1,8.68
89,50.0,Oregon,Pinot Noir,Roco,440.1,8.68
89,38.0,Oregon,Pinot Noir,Winderlea,440.1,8.68
93,58.0,Oregon,Pinot Noir,Cristom,440.1,8.68
93,55.0,Oregon,Pinot Noir,Saffron Fields Vineyard,440.1,8.68
93,75.0,Oregon,Pinot Noir,Adelsheim,440.1,8.68
92,50.0,Oregon,Pinot Noir,The Eyrie Vineyards,440.1,8.68
84,16.0,Oregon,Pinot Gris,Del Rio,440.1,8.68
83,28.0,Oregon,Merlot,Del Rio,440.1,8.68
96,100.0,Oregon,Pinot Noir,Ayoub,440.1,8.68
92,27.0,Oregon,Chardonnay,The Eyrie Vineyards,440.1,8.68
92,19.0,Oregon,Pinot Gris,The Eyrie Vineyards,440.1,8.68
92,21.0,Oregon,Pinot Gris,WillaKenzie Estate,440.1,8.68
92,90.0,Oregon,Pinot Noir,Domaine Serene,440.1,8.68
85,28.0,Oregon,Tempranillo,Obsidian,440.1,8.68
88,50.0,Oregon,Pinot Noir,SolÃ©na,440.1,8.68
88,25.0,Oregon,Syrah,Quady North,440.1,8.68
90,70.0,Oregon,Pinot Noir,Stoller,440.1,8.68
90,55.0,Oregon,Pinot Noir,King Estate,440.1,8.68
90,22.0,Oregon,Pinot Blanc,St. Innocent,440.1,8.68
90,20.0,Oregon,Chardonnay,Stoller,440.1,8.68
90,24.0,Oregon,Riesling,Trisaetum,440.1,8.68
91,38.0,Oregon,Pinot Noir,The Eyrie Vineyards,440.1,8.68
91,70.0,Oregon,Pinot Noir,BergstrÃ¶m,440.1,8.68
92,30.0,Oregon,Chardonnay,DanCin,440.1,8.68
93,85.0,Oregon,Pinot Noir,Archery Summit,440.1,8.68
90,15.0,Oregon,Pinot Gris,Redhawk,440.1,8.68
87,36.0,Oregon,Pinot Noir,Marshall Davis,440.1,8.68
84,48.0,Oregon,Syrah,Cathedral Ridge,440.1,8.68
84,20.0,Oregon,Tempranillo,Harry & David,440.1,8.68
89,45.0,Oregon,Pinot Noir,Lumos,440.1,8.68
93,48.0,Oregon,Pinot Noir,Big Table Farm,440.1,8.68
92,60.0,Oregon,Pinot Noir,Angela Estate,440.1,8.68
88,23.0,Oregon,Pinot Noir,Monte Ferro,440.1,8.68
88,45.0,Oregon,Chardonnay,Panther Creek,440.1,8.68
88,50.0,Oregon,Pinot Noir,Panther Creek,440.1,8.68
88,16.0,Oregon,Pinot Noir,Battle Creek,440.1,8.68
88,48.0,Oregon,Pinot Noir,Big Table Farm,440.1,8.68
88,45.0,Oregon,Chardonnay,Big Table Farm,440.1,8.68
88,18.0,Oregon,Viognier,Silvan Ridge,440.1,8.68
93,35.0,Oregon,Chardonnay,Stoller,440.1,8.68
93,57.0,Oregon,Pinot Noir,King Estate,440.1,8.68
93,70.0,Oregon,Pinot Noir,King Estate,440.1,8.68
93,75.0,Oregon,Pinot Noir,Adelsheim,440.1,8.68
93,65.0,Oregon,Pinot Noir,Arbor Brook,440.1,8.68
85,20.0,Oregon,Viognier,Del Rio,440.1,8.68
91,22.0,Oregon,Pinot Blanc,David Hill,440.1,8.68
91,28.0,Oregon,Pinot Gris,King Estate,440.1,8.68
87,30.0,Oregon,Malbec,Season,440.1,8.68
87,36.0,Oregon,Pinot Noir,Sparkman,440.1,8.68
87,32.0,Oregon,Pinot Noir,Cathedral Ridge,440.1,8.68
89,14.0,Oregon,Pinot Gris,Wine by Joe,440.1,8.68
89,24.0,Oregon,Pinot Noir,Patton Valley,440.1,8.68
88,35.0,Oregon,Pinot Noir,Treos,440.1,8.68
89,46.0,Oregon,Pinot Noir,Fairsing,440.1,8.68
90,29.0,Oregon,Grenache,J. Scott Cellars,440.1,8.68
87,16.0,Oregon,Viognier,Melrose,440.1,8.68
87,45.0,Oregon,Pinot Noir,Durant,440.1,8.68
87,40.0,Oregon,Pinot Noir,SolÃ©na,440.1,8.68
89,40.0,Oregon,Pinot Noir,Thistle,440.1,8.68
95,85.0,Oregon,Pinot Noir,BergstrÃ¶m,440.1,8.68
95,45.0,Oregon,Chardonnay,Brick House,440.1,8.68
95,65.0,Oregon,Pinot Noir,BergstrÃ¶m,440.1,8.68
89,42.0,Oregon,Tempranillo,Paul O'Brien,440.1,8.68
89,28.0,Oregon,Grenache,Jaxon,440.1,8.68
89,30.0,Oregon,Pinot Noir,Raptor Ridge,440.1,8.68
87,18.0,Oregon,Vermentino,Troon,440.1,8.68
87,45.0,Oregon,Syrah,Cowhorn,440.1,8.68
92,50.0,Oregon,Chardonnay,Amalie Robert,440.1,8.68
85,30.0,Oregon,Tempranillo,South Stage,440.1,8.68
88,13.0,Oregon,Pinot Gris,Wildewood,440.1,8.68
86,32.0,Oregon,Pinot Noir,Hawkins Cellars,440.1,8.68
88,34.0,Oregon,Syrah,Phelps Creek,440.1,8.68
88,30.0,Oregon,Malbec,Plaisance Ranch,440.1,8.68
88,20.0,Oregon,Chardonnay,Airlie,440.1,8.68
91,50.0,Oregon,Pinot Noir,Vidon Vineyard,440.1,8.68
86,28.0,Oregon,Sangiovese,Spangler,440.1,8.68
87,25.0,Oregon,Chardonnay,Yamhill Valley,440.1,8.68
92,18.0,Oregon,Pinot Gris,Panther Creek,440.1,8.68
89,32.0,Oregon,Pinot Noir,Bethel Heights,440.1,8.68
89,48.0,Oregon,Pinot Noir,Big Table Farm,440.1,8.68
89,75.0,Oregon,Pinot Noir,Roco,440.1,8.68
91,29.0,Oregon,Syrah,Quady North,440.1,8.68
89,42.0,Oregon,Tempranillo,Paul O'Brien,440.1,8.68
85,39.0,Oregon,Syrah,Reustle,440.1,8.68
83,28.0,Oregon,Cabernet Sauvignon,Del Rio,440.1,8.68
83,28.0,Oregon,Pinot Noir,Del Rio,440.1,8.68
89,60.0,Oregon,Tempranillo,Paul O'Brien,440.1,8.68
87,33.0,Oregon,Pinot Noir,Fullerton,440.1,8.68
96,100.0,Oregon,Pinot Noir,Ponzi,440.1,8.68
95,100.0,Oregon,Pinot Noir,Ponzi,440.1,8.68
95,60.0,Oregon,Chardonnay,The Eyrie Vineyards,440.1,8.68
91,29.0,Oregon,Malbec,Troon,440.1,8.68
87,18.0,Oregon,Pinot Noir,Jezebel,440.1,8.68
88,48.0,Oregon,Pinot Noir,WillaKenzie Estate,440.1,8.68
88,40.0,Oregon,Pinot Noir,Dobbes Family Estate,440.1,8.68
90,70.0,Oregon,Pinot Noir,Stoller,440.1,8.68
90,48.0,Oregon,Pinot Noir,WillaKenzie Estate,440.1,8.68
91,65.0,Oregon,Sparkling Blend,Roco,440.1,8.68
87,28.0,Oregon,Syrah,Sweet Cheeks,440.1,8.68
92,90.0,Oregon,Pinot Noir,Domaine Serene,440.1,8.68
91,30.0,Oregon,Syrah,Jaxon,440.1,8.68
88,45.0,Oregon,Pinot Noir,Torii Mor,440.1,8.68
90,21.0,Oregon,Sauvignon Blanc,Kriselle,440.1,8.68
90,32.0,Oregon,Pinot Noir,Domaine Drouhin Oregon,440.1,8.68
87,48.0,Oregon,Pinot Noir,Winderlea,440.1,8.68
90,24.0,Oregon,Riesling,Lundeen,440.1,8.68
90,45.0,Oregon,Chardonnay,Blakeslee,440.1,8.68
90,20.0,Oregon,Pinot Noir,River's Edge,440.1,8.68
90,75.0,Oregon,Pinot Noir,BergstrÃ¶m,440.1,8.68
92,75.0,Oregon,Syrah,Cowhorn,440.1,8.68
89,52.0,Oregon,Pinot Noir,Harper Voit,440.1,8.68
87,18.0,Oregon,Chardonnay,Melrose,440.1,8.68
87,17.0,Oregon,Pinot Noir,Rainstorm,440.1,8.68
86,80.0,Oregon,Pinot Noir,Chehalem,440.1,8.68
91,50.0,Oregon,Pinot Noir,Panther Creek,440.1,8.68
90,50.0,Oregon,Pinot Noir,Arbor Brook,440.1,8.68
90,50.0,Oregon,Pinot Noir,Aubichon Cellars,440.1,8.68
91,40.0,Oregon,Pinot Noir,J. Scott Cellars,440.1,8.68
91,18.0,Oregon,Sauvignon Blanc,J. Scott Cellars,440.1,8.68
88,32.0,Oregon,Pinot Noir,Chehalem,440.1,8.68
93,55.0,Oregon,Syrah,Cowhorn,440.1,8.68
87,40.0,Oregon,Pinot Noir,Kason,440.1,8.68
85,35.0,Oregon,Red Blend,DanCin,440.1,8.68
91,30.0,Oregon,Pinot Noir,Cristom,440.1,8.68
91,65.0,Oregon,Pinot Noir,Penner-Ash,440.1,8.68
88,30.0,Oregon,Pinot Noir,Roco,440.1,8.68
88,50.0,Oregon,Pinot Noir,Roco,440.1,8.68
87,20.0,Oregon,Pinot Noir,Domaine Loubejac,440.1,8.68
85,25.0,Oregon,Pinot Noir,Wildewood,440.1,8.68
85,16.0,Oregon,Pinot Noir,Kudos,440.1,8.68
93,90.0,Oregon,Pinot Noir,Domaine Serene,440.1,8.68
93,38.0,Oregon,Chardonnay,Winderlea,440.1,8.68
85,45.0,Oregon,Pinot Noir,Montinore,440.1,8.68
85,36.0,Oregon,Red Blend,Season,440.1,8.68
85,32.0,Oregon,Merlot,Cathedral Ridge,440.1,8.68
88,16.0,Oregon,Pinot Noir,Elk Cove,440.1,8.68
88,20.0,Oregon,Pinot Noir,Stoller,440.1,8.68
86,50.0,Oregon,Pinot Noir,Youngberg Hill Vineyards,440.1,8.68
88,35.0,Oregon,Chardonnay,Coelho,440.1,8.68
88,15.0,Oregon,Riesling,Firesteed,440.1,8.68
85,24.0,Oregon,Zinfandel,Valley View,440.1,8.68
92,21.0,Oregon,Pinot Noir,Lachini,440.1,8.68
85,18.0,Oregon,Pinot Noir,Eola Hills,440.1,8.68
88,36.0,Oregon,Pinot Noir,Boedecker Cellars,440.1,8.68
88,35.0,Oregon,Malbec,Grizzly Peak,440.1,8.68
92,50.0,Oregon,Pinot Noir,Saffron Fields Vineyard,440.1,8.68
92,75.0,Oregon,Pinot Noir,Adelsheim,440.1,8.68
92,22.0,Oregon,Chardonnay,Amalie Robert,440.1,8.68
92,70.0,Oregon,Chardonnay,Domaine Serene,440.1,8.68
85,18.0,Oregon,Tempranillo,Valley View,440.1,8.68
88,17.0,Oregon,Pinot Noir,Firesteed,440.1,8.68
88,45.0,Oregon,Pinot Noir,Raptor Ridge,440.1,8.68
90,50.0,Oregon,Red Blend,Troon,440.1,8.68
92,26.0,Oregon,Chardonnay,St. Innocent,440.1,8.68
92,42.0,Oregon,Pinot Noir,St. Innocent,440.1,8.68
85,12.0,Oregon,Pinot Gris,River's Edge,440.1,8.68
93,20.0,Oregon,Riesling,South Stage,440.1,8.68
88,26.0,Oregon,Tempranillo,Silvan Ridge,440.1,8.68
88,18.0,Oregon,Red Blend,Folin Cellars,440.1,8.68
88,18.0,Oregon,GewÃ¼rztraminer,Walnut City WineWorks,440.1,8.68
92,45.0,Oregon,Chardonnay,Adelsheim,440.1,8.68
92,25.0,Oregon,Chardonnay,Durant,440.1,8.68
86,18.0,Oregon,Pinot Gris,Left Coast Cellars,440.1,8.68
93,45.0,Oregon,Grenache,Cowhorn,440.1,8.68
93,80.0,Oregon,Pinot Noir,The Eyrie Vineyards,440.1,8.68
92,100.0,Oregon,Tempranillo,Abacela,440.1,8.68
86,15.0,Oregon,Riesling,ChÃ¢teau Bianca,440.1,8.68
94,32.0,Oregon,Chardonnay,DanCin,440.1,8.68
94,29.0,Oregon,Chardonnay,DanCin,440.1,8.68
94,42.0,Oregon,Chardonnay,Brittan Vineyards,440.1,8.68
89,50.0,Oregon,Pinot Noir,Durant,440.1,8.68
83,32.0,Oregon,Pinot Noir,Cathedral Ridge,440.1,8.68
82,24.0,Oregon,Pinot Noir,Bradley,440.1,8.68
91,48.0,Oregon,Pinot Noir,Winderlea,440.1,8.68
90,26.0,Oregon,Pinot Noir,J. Scott Cellars,440.1,8.68
90,65.0,Oregon,Pinot Noir,Panther Creek,440.1,8.68
90,45.0,Oregon,Pinot Noir,Willamette Valley Vineyards,440.1,8.68
88,23.0,Oregon,Pinot Noir,Monte Ferro,440.1,8.68
88,45.0,Oregon,Chardonnay,Panther Creek,440.1,8.68
88,50.0,Oregon,Pinot Noir,Panther Creek,440.1,8.68
87,40.0,Oregon,Pinot Noir,Maison L'EnvoyÃ©,440.1,8.68
87,30.0,Oregon,Pinot Noir,Panther Creek,440.1,8.68
88,15.0,Oregon,Riesling,Girardet,440.1,8.68
88,23.0,Oregon,Pinot Gris,Maysara,440.1,8.68
92,75.0,Oregon,Pinot Noir,Carlton Hill,440.1,8.68
88,28.0,Oregon,GewÃ¼rztraminer,Hyland,440.1,8.68
88,13.0,Oregon,Pinot Gris,Firesteed,440.1,8.68
92,65.0,Oregon,Pinot Noir,Harper Voit,440.1,8.68
92,60.0,Oregon,Pinot Noir,Hyland,440.1,8.68
94,100.0,Oregon,Pinot Noir,Hyland,440.1,8.68
93,65.0,Oregon,Pinot Noir,WillaKenzie Estate,440.1,8.68
92,55.0,Oregon,Pinot Noir,King Estate,440.1,8.68
92,100.0,Oregon,Pinot Noir,Penner-Ash,440.1,8.68
92,65.0,Oregon,Pinot Noir,Penner-Ash,440.1,8.68
92,50.0,Oregon,Pinot Noir,Saffron Fields Vineyard,440.1,8.68
92,60.0,Oregon,Pinot Noir,Ayoub,440.1,8.68
92,55.0,Oregon,Pinot Noir,Ayoub,440.1,8.68
90,60.0,Oregon,Pinot Noir,Winderlea,440.1,8.68
93,80.0,Oregon,Pinot Noir,The Eyrie Vineyards,440.1,8.68
93,35.0,Oregon,Pinot Noir,Elizabeth Chambers,440.1,8.68
86,35.0,Oregon,Tempranillo,Ledger David,440.1,8.68
90,38.0,Oregon,Chardonnay,Blakeslee,440.1,8.68
90,15.0,Oregon,Chardonnay,Monte Ferro,440.1,8.68
86,27.0,Oregon,Syrah,Twill,440.1,8.68
90,50.0,Oregon,Pinot Noir,Cristom,440.1,8.68
90,16.0,Oregon,Riesling,Melrose,440.1,8.68
90,32.0,Oregon,Chardonnay,Sokol Blosser,440.1,8.68
92,55.0,Oregon,Pinot Noir,Rex Hill,440.1,8.68
91,36.0,Oregon,Chardonnay,Brick House,440.1,8.68
91,60.0,Oregon,Pinot Noir,Hyland,440.1,8.68
88,26.0,Oregon,Chardonnay,Dobbes Family Estate,440.1,8.68
87,40.0,Oregon,Pinot Noir,Maison L'EnvoyÃ©,440.1,8.68
87,30.0,Oregon,Pinot Noir,Panther Creek,440.1,8.68
87,36.0,Oregon,Pinot Noir,Silvan Ridge,440.1,8.68
87,25.0,Oregon,Pinot Noir,Sweet Cheeks,440.1,8.68
88,20.0,Oregon,Pinot Noir,Carabella,440.1,8.68
88,45.0,Oregon,Pinot Noir,Raptor Ridge,440.1,8.68
86,50.0,Oregon,Pinot Noir,Youngberg Hill Vineyards,440.1,8.68
89,20.0,Oregon,Pinot Noir,Sokol Blosser,440.1,8.68
84,19.0,Oregon,Pinot Noir,A to Z,440.1,8.68
94,60.0,Oregon,Pinot Noir,Elk Cove,440.1,8.68
94,49.0,Oregon,Pinot Noir,Trisaetum,440.1,8.68
94,49.0,Oregon,Pinot Noir,Trisaetum,440.1,8.68
88,36.0,Oregon,Tempranillo,Paul O'Brien,440.1,8.68
92,40.0,Oregon,Pinot Noir,J. Christopher,440.1,8.68
84,29.0,Oregon,Cabernet Franc,Kriselle,440.1,8.68
89,55.0,Oregon,Pinot Noir,Francis Tannahill,440.1,8.68
85,30.0,Oregon,Tempranillo,South Stage,440.1,8.68
92,55.0,Oregon,Pinot Noir,St. Innocent,440.1,8.68
89,16.0,Oregon,Pinot Gris,Sweet Cheeks,440.1,8.68
87,29.0,Oregon,Cabernet Franc,Ledger David,440.1,8.68
87,25.0,Oregon,Tempranillo,Plaisance Ranch,440.1,8.68
94,35.0,Oregon,Riesling,Styring,440.1,8.68
93,50.0,Oregon,Cabernet Franc,Leah JÃ¸rgensen Cellars,440.1,8.68
87,65.0,Oregon,Pinot Noir,Sweet Cheeks,808.24,9.04
92,29.0,Oregon,Pinot Blanc,Chehalem,808.24,9.04
90,15.0,Oregon,Riesling,Firesteed,808.24,9.04
87,38.0,Oregon,Pinot Noir,Amalie Robert,808.24,9.04
88,34.0,Oregon,Grenache,Folin Cellars,808.24,9.04
88,28.0,Oregon,Syrah,WildAire,808.24,9.04
85,25.0,Oregon,Merlot,Cliff Creek,808.24,9.04
84,85.0,Oregon,Pinot Noir,Wetzel Estate,808.24,9.04
85,20.0,Oregon,Viognier,Emerson,808.24,9.04
90,55.0,Oregon,Pinot Noir,Knudsen,808.24,9.04
86,35.0,Oregon,Pinot Noir,Foris,808.24,9.04
88,25.0,Oregon,Grenache,South Stage,808.24,9.04
84,40.0,Oregon,Pinot Noir,Schmidt,808.24,9.04
89,30.0,Oregon,Pinot Noir,Amalie Robert,808.24,9.04
91,40.0,Oregon,Chardonnay,Evening Land,808.24,9.04
91,50.0,Oregon,Pinot Noir,Evening Land,808.24,9.04
87,26.0,Oregon,Tempranillo,Melrose,808.24,9.04
87,30.0,Oregon,Chardonnay,Willamette Valley Vineyards,808.24,9.04
90,28.0,Oregon,Pinot Noir,Raptor Ridge,808.24,9.04
92,60.0,Oregon,Pinot Noir,Hyland,808.24,9.04
92,48.0,Oregon,Pinot Noir,Lemelson,808.24,9.04
92,55.0,Oregon,Pinot Noir,LennÃ© Estate,808.24,9.04
92,33.0,Oregon,Pinot Noir,Vercingetorix VX,808.24,9.04
92,45.0,Oregon,Chardonnay,Willamette Valley Vineyards,808.24,9.04
86,18.0,Oregon,Pinot Gris,Wy'East Vineyards,808.24,9.04
87,36.0,Oregon,Tempranillo,Watermill,808.24,9.04
85,26.0,Oregon,Syrah,Weisinger,808.24,9.04
90,28.0,Oregon,Tempranillo,WildAire,808.24,9.04
93,95.0,Oregon,Bordeaux-style Red Blend,Rasa,808.24,9.04
82,35.0,Oregon,Pinot Noir,Wetzel Estate,808.24,9.04
88,23.0,Oregon,Viognier,Season,808.24,9.04
87,40.0,Oregon,Cabernet Franc,Griffin Creek,808.24,9.04
87,40.0,Oregon,Syrah,Griffin Creek,808.24,9.04
93,35.0,Oregon,Pinot Noir,Dion,808.24,9.04
93,40.0,Oregon,Viognier,Amalie Robert,808.24,9.04
93,50.0,Oregon,Pinot Noir,J. Christopher,808.24,9.04
84,26.0,Oregon,Pinot Noir,Oak Knoll,808.24,9.04
84,18.0,Oregon,Red Blend,Sweet Cheeks,808.24,9.04
90,28.0,Oregon,Pinot Noir,Animale,808.24,9.04
86,13.0,Oregon,Pinot Gris,Kings Ridge,808.24,9.04
92,24.0,Oregon,Riesling,Trisaetum,808.24,9.04
92,48.0,Oregon,Pinot Noir,Domaine Divio,808.24,9.04
91,24.0,Oregon,Pinot Blanc,Ken Wright,808.24,9.04
91,25.0,Oregon,Pinot Noir,Ken Wright,808.24,9.04
91,19.0,Oregon,Pinot Blanc,The Eyrie Vineyards,808.24,9.04
92,52.0,Oregon,Pinot Noir,Brick House,808.24,9.04
89,24.0,Oregon,Sangiovese,Ledger David,808.24,9.04
90,24.0,Oregon,Syrah,Watermill,808.24,9.04
91,25.0,Oregon,Pinot Blanc,Adelsheim,808.24,9.04
91,44.0,Oregon,Cabernet Sauvignon,Laelaps,808.24,9.04
91,25.0,Oregon,Syrah,Plaisance Ranch,808.24,9.04
86,22.0,Oregon,Pinot Noir,Kramer,808.24,9.04
91,55.0,Oregon,Pinot Noir,Rex Hill,808.24,9.04
91,50.0,Oregon,Pinot Noir,Carden,808.24,9.04
91,34.0,Oregon,Pinot Noir,DanCin,808.24,9.04
90,55.0,Oregon,Pinot Noir,Willamette Valley Vineyards,808.24,9.04
90,25.0,Oregon,Pinot Blanc,Z'IVO,808.24,9.04
90,22.0,Oregon,Pinot Noir,Coeur de Terre,808.24,9.04
87,22.0,Oregon,Riesling,Anam Cara,808.24,9.04
90,45.0,Oregon,Pinot Noir,Raptor Ridge,808.24,9.04
90,55.0,Oregon,Pinot Noir,Anam Cara,808.24,9.04
90,85.0,Oregon,Pinot Noir,Archery Summit,808.24,9.04
91,48.0,Oregon,Pinot Noir,William Hatcher,808.24,9.04
91,35.0,Oregon,Chardonnay,Ponzi,808.24,9.04
91,48.0,Oregon,Pinot Noir,Domaine Divio,808.24,9.04
86,15.0,Oregon,Riesling,ChÃ¢teau Bianca,808.24,9.04
89,40.0,Oregon,Cabernet Sauvignon,Schmidt,808.24,9.04
89,30.0,Oregon,Pinot Noir,LennÃ© Estate,808.24,9.04
86,42.0,Oregon,Pinot Noir,Siduri,808.24,9.04
86,28.0,Oregon,Pinot Noir,Evening Land,808.24,9.04
94,90.0,Oregon,Chardonnay,Evening Land,808.24,9.04
93,70.0,Oregon,Pinot Noir,Lange,808.24,9.04
94,45.0,Oregon,Pinot Noir,WildAire,808.24,9.04
94,50.0,Oregon,Pinot Noir,J. Christopher,808.24,9.04
91,45.0,Oregon,Pinot Noir,Willful,808.24,9.04
89,19.0,Oregon,Pinot Noir,Erath,808.24,9.04
93,42.0,Oregon,Pinot Noir,Ghost Hill,808.24,9.04
89,30.0,Oregon,Pinot Noir,Maison L'EnvoyÃ©,808.24,9.04
86,48.0,Oregon,Pinot Noir,Et Fille,808.24,9.04
89,18.0,Oregon,GewÃ¼rztraminer,David Hill,808.24,9.04
92,39.0,Oregon,Pinot Noir,J. Christopher,808.24,9.04
85,22.0,Oregon,Sauvignon Blanc,Valley View,808.24,9.04
88,24.0,Oregon,Chardonnay,Left Coast Cellars,808.24,9.04
88,17.0,Oregon,Pinot Gris,Seven Hills,808.24,9.04
87,45.0,Oregon,Pinot Noir,Montinore,808.24,9.04
87,45.0,Oregon,Pinot Noir,Montinore,808.24,9.04
94,65.0,Oregon,Pinot Noir,Ken Wright,808.24,9.04
94,65.0,Oregon,Pinot Noir,Ken Wright,808.24,9.04
94,55.0,Oregon,Pinot Noir,Owen Roe,808.24,9.04
94,33.0,Oregon,Pinot Gris,The Eyrie Vineyards,808.24,9.04
94,65.0,Oregon,Pinot Noir,Ken Wright,808.24,9.04
93,19.0,Oregon,Pinot Gris,Sokol Blosser,808.24,9.04
86,20.0,Oregon,Pinot Noir,Kudos,808.24,9.04
90,65.0,Oregon,Pinot Noir,Rocky Point,808.24,9.04
90,19.0,Oregon,Pinot Gris,Adelsheim,808.24,9.04
92,18.0,Oregon,Pinot Blanc,Bethel Heights,808.24,9.04
86,16.0,Oregon,Pinot Noir,Battle Creek,808.24,9.04
86,32.0,Oregon,Syrah,Reustle,808.24,9.04
89,25.0,Oregon,Pinot Noir,Coelho,808.24,9.04
92,45.0,Oregon,Chardonnay,Adelsheim,808.24,9.04
91,48.0,Oregon,Pinot Noir,William Hatcher,808.24,9.04
86,30.0,Oregon,Syrah,South Stage,808.24,9.04
90,50.0,Oregon,Pinot Noir,Amalie Robert,808.24,9.04
86,22.0,Oregon,Pinot Gris,Chehalem,808.24,9.04
89,15.0,Oregon,Riesling,Roots,808.24,9.04
88,19.0,Oregon,Pinot Gris,Arbor Brook,808.24,9.04
88,15.0,Oregon,Pinot Gris,Illahe,808.24,9.04
88,18.0,Oregon,Pinot Gris,Left Coast Cellars,808.24,9.04
86,28.0,Oregon,Petite Sirah,South Stage,808.24,9.04
91,45.0,Oregon,Pinot Noir,Carabella,808.24,9.04
91,48.0,Oregon,Pinot Noir,WillaKenzie Estate,808.24,9.04
91,39.0,Oregon,Pinot Noir,Scott Paul,808.24,9.04
93,70.0,Oregon,Chardonnay,Domaine Serene,808.24,9.04
91,60.0,Oregon,Pinot Noir,Vista Hills,808.24,9.04
91,35.0,Oregon,Pinot Noir,WildAire,808.24,9.04
91,18.0,Oregon,Pinot Blanc,Thistle,808.24,9.04
88,26.0,Oregon,Red Blend,Kriselle,808.24,9.04
