Prov_Weather,Year_Weather,Precipitation,Temperature,Timeseries
Oregon,2071,1050.7,11.09,Projected
Oregon,2072,1150.01,11.05,Projected
Oregon,2073,1125.11,11.23,Projected
Oregon,2074,1067.42,11.33,Projected
Oregon,2075,1052.9,11.39,Projected
Oregon,2076,1076.33,11.63,Projected
Oregon,2077,983.14,11.51,Projected
Oregon,2078,1036.85,11.73,Projected
Oregon,2079,1139.94,11.6,Projected
Oregon,2080,1045.4,11.89,Projected
Oregon,2081,1108.56,11.74,Projected
Oregon,2082,1046.72,10.91,Projected
Oregon,2083,1073.85,11.73,Projected
Oregon,2084,1100.99,12.03,Projected
Oregon,2085,1048.49,11.8,Projected
Oregon,2086,1058.95,12.01,Projected
Oregon,2087,1142.48,11.53,Projected
Oregon,2088,1073.67,11.7,Projected
Oregon,2089,1165.29,11.95,Projected
Oregon,2090,1156.62,11.79,Projected
Oregon,2091,1105.83,12.14,Projected
Oregon,2092,1047.68,12.19,Projected
Oregon,2093,1058.57,12.16,Projected
Oregon,2094,1112.63,12.21,Projected
Oregon,2095,1106.36,11.87,Projected
Oregon,2096,1183.18,12.11,Projected
Oregon,2097,1087.35,12.15,Projected
Oregon,2098,1117.86,12.22,Projected
Oregon,2099,1105.8,12.16,Projected
Oregon,2100,1143.85,12.12,Projected
Washington,2006,1167.06,10.03,Projected
Washington,2007,1161.0,9.82,Projected
Washington,2008,1210.38,9.54,Projected
Washington,2009,1171.37,9.93,Projected
Washington,2010,1194.96,9.96,Projected
Washington,2011,1171.04,10.13,Projected
Washington,2012,1096.35,10.0,Projected
Washington,2013,1205.64,9.6,Projected
Washington,2014,1177.85,9.99,Projected
Washington,2015,1109.21,10.09,Projected
Washington,2016,1179.64,10.44,Projected
Washington,2017,1088.72,10.2,Projected
Washington,2018,1185.23,10.04,Projected
Washington,2019,1249.89,10.18,Projected
Washington,2020,1164.67,10.38,Projected
Washington,2021,1131.95,10.71,Projected
Washington,2022,1066.23,10.21,Projected
Washington,2023,1152.5,10.2,Projected
Washington,2024,1189.23,10.37,Projected
Washington,2025,1169.95,9.95,Projected
Washington,2026,1149.67,10.14,Projected
Washington,2027,1215.13,10.16,Projected
Washington,2028,1099.05,10.71,Projected
Washington,2029,1160.64,10.46,Projected
Washington,2030,1104.06,10.36,Projected
Washington,2031,1158.94,10.19,Projected
Washington,2032,1092.67,10.44,Projected
Washington,2033,1238.56,10.22,Projected
Washington,2034,1111.66,10.5,Projected
Washington,2035,1250.18,9.95,Projected
Washington,2036,1184.17,10.11,Projected
Washington,2037,1155.94,10.52,Projected
Washington,2038,1125.54,10.81,Projected
Washington,2039,1188.92,10.55,Projected
Washington,2040,1138.91,10.62,Projected
Washington,2041,1129.81,10.73,Projected
Washington,2042,1259.67,10.64,Projected
Washington,2043,1206.29,10.9,Projected
Washington,2044,1128.45,11.11,Projected
Washington,2045,1185.73,10.72,Projected
Washington,2046,1181.55,10.84,Projected
Washington,2047,1228.23,10.94,Projected
Washington,2048,1147.35,11.27,Projected
Washington,2049,1135.86,11.33,Projected
Washington,2050,1222.04,10.91,Projected
Washington,2051,1123.85,11.33,Projected
Washington,2052,1241.41,11.48,Projected
Washington,2053,1209.89,11.09,Projected
Washington,2054,1116.36,11.21,Projected
Washington,2055,1220.18,11.09,Projected
Washington,2056,1128.58,10.93,Projected
Washington,2057,1264.24,11.17,Projected
Washington,2058,1135.29,11.53,Projected
Washington,2059,1210.54,11.18,Projected
Washington,2060,1146.27,11.3,Projected
Washington,2061,1165.99,11.44,Projected
Washington,2062,1232.84,11.39,Projected
Washington,2063,1217.76,11.28,Projected
Washington,2064,1137.5,11.37,Projected
Washington,2065,1225.05,11.6,Projected
Washington,2066,1175.92,11.58,Projected
Washington,2067,1199.37,11.75,Projected
Washington,2068,1212.1,11.52,Projected
Washington,2069,1259.26,12.0,Projected
Washington,2070,1237.35,11.51,Projected
Washington,2071,1229.65,11.52,Projected
Washington,2072,1216.18,11.88,Projected
Washington,2073,1201.96,12.07,Projected
Washington,2074,1207.74,11.89,Projected
Washington,2075,1188.61,11.84,Projected
Washington,2076,1181.57,12.31,Projected
Washington,2077,1106.01,12.2,Projected
Washington,2078,1202.66,12.34,Projected
Washington,2079,1230.38,12.31,Projected
Washington,2080,1179.93,12.3,Projected
Washington,2081,1257.05,12.41,Projected
Washington,2082,1198.23,11.64,Projected
Washington,2083,1210.77,12.39,Projected
Washington,2084,1197.17,12.84,Projected
Washington,2085,1121.95,12.52,Projected
Washington,2086,1259.84,12.9,Projected
Washington,2087,1263.12,12.29,Projected
Washington,2088,1254.1,12.28,Projected
Washington,2089,1235.51,12.72,Projected
Washington,2090,1290.37,12.6,Projected
Washington,2091,1204.79,12.95,Projected
Washington,2092,1209.76,12.86,Projected
Washington,2093,1175.67,13.03,Projected
Washington,2094,1272.6,12.95,Projected
Washington,2095,1200.63,12.76,Projected
Washington,2096,1232.57,12.87,Projected
Washington,2097,1227.24,12.36,Projected
Washington,2098,1286.83,12.84,Projected
Washington,2099,1199.2,12.91,Projected
Washington,2100,1203.55,12.68,Projected
